nct,outcome_title,unit,param_type,dispersion,arm,class,category,value,spread,ci_lo,ci_hi
NCT00125164,Change From Baseline in Height Standard Deviation (SD) Score at One Year - Completers,SD/year,MEAN,Standard Deviation,120 μg/kg BID (Twice Daily Dosing),,,0.53,0.30,,
NCT00125190,Height Velocity From Pretreatment (Week 0) to Week 34,centimeters per year (cm/yr),MEAN,Standard Deviation,rhIGF-1 QD,,,7.0,1.5,,
NCT00125190,Height Velocity From Week 34 to 86,cm/yr,MEAN,Standard Deviation,rhIGF-1 QD,,,6.7,1.8,,
NCT00125190,Change in Height SD Score From Pretreatment to Week 34,SDs,MEAN,Standard Deviation,rhIGF-1 QD,,,0.21,0.20,,
NCT00125190,Change in Height SD Score From Pretreatment to Week 86,SDs,MEAN,Standard Deviation,rhIGF-1 QD,,,0.45,0.39,,
NCT00125190,Change in Bone Age From Pretreatment to Week 86 Minus Change in Chronological Age,years,MEAN,Standard Deviation,rhIGF-1 QD,,,0.2,0.68,,
NCT00125190,Increase in Height Velocity From Pretreatment to Week 34,cm/yr,MEAN,Standard Deviation,rhIGF-1 QD,,,1.3,3.56,,
NCT00125190,Increase in Height Velocity From Pretreatment to Week 86,cm/yr,MEAN,Standard Deviation,rhIGF-1 QD,,,1.3,3.58,,
NCT00125788,Effect of Oral L--glutamine on Height,cm,MEAN,Standard Deviation,Investigational Product,Baseline,,169.8,9.49,,
NCT00125788,Effect of Oral L--glutamine on Height,cm,MEAN,Standard Deviation,Placebo,Baseline,,169.2,11.87,,
NCT00125788,Effect of Oral L--glutamine on Height,cm,MEAN,Standard Deviation,Investigational Product,Change in Height at Week 4,,-0.1,1.18,,
NCT00125788,Effect of Oral L--glutamine on Height,cm,MEAN,Standard Deviation,Placebo,Change in Height at Week 4,,0.2,2.87,,
NCT00125788,Effect of Oral L--glutamine on Height,cm,MEAN,Standard Deviation,Investigational Product,Change in Height at Week 24,,0.1,1.54,,
NCT00125788,Effect of Oral L--glutamine on Height,cm,MEAN,Standard Deviation,Placebo,Change in Height at Week 24,,-0.1,1.68,,
NCT00125788,Effect of Oral L--glutamine on Height,cm,MEAN,Standard Deviation,Investigational Product,Change in Height at Week 48,,-1.7,6.58,,
NCT00125788,Effect of Oral L--glutamine on Height,cm,MEAN,Standard Deviation,Placebo,Change in Height at Week 48,,0.4,3.35,,
NCT00131508,Change in Height Z-score From Baseline to 12 Months,Z-score,MEDIAN,Full Range,Placebo,,,-0.1,,-52.2,0.4
NCT00131508,Change in Height Z-score From Baseline to 12 Months,Z-score,MEDIAN,Full Range,Glutamine,,,0.0,,-0.2,0.3
NCT00131508,Change in Height Percentile From Baseline to 12 Months,Percentile,MEDIAN,Full Range,Placebo,,,0.0,,-12.5,20.0
NCT00131508,Change in Height Percentile From Baseline to 12 Months,Percentile,MEDIAN,Full Range,Glutamine,,,0.0,,-12.5,14.5
NCT00163189,Change From Baseline in Height Standard Deviation Score (SDS) for Chronological Age (CA) at Month 36: Full Analysis Population,Standard Deviation Score (SDS),MEAN,Standard Deviation,Genotonorm,Baseline (n=58),,-2.91,1.19,,
NCT00163189,Change From Baseline in Height Standard Deviation Score (SDS) for Chronological Age (CA) at Month 36: Full Analysis Population,Standard Deviation Score (SDS),MEAN,Standard Deviation,Genotonorm,Change at Month 36 (n=30),,0.80,1.03,,
NCT00163189,Change From Baseline in Height Standard Deviation Score (SD) for Chronological Age (CA) at Month 36: Per Protocol (PP) Population,SDS,MEAN,Standard Deviation,Genotonorm,Baseline (n=21),,-2.86,0.89,,
NCT00163189,Change From Baseline in Height Standard Deviation Score (SD) for Chronological Age (CA) at Month 36: Per Protocol (PP) Population,SDS,MEAN,Standard Deviation,Genotonorm,Change at Month 36 (n=19),,0.81,1.18,,
NCT00163189,Mean Height,centimeters (cm),MEAN,Standard Deviation,Genotonorm,Baseline (n=58),,133.9,15.7,,
NCT00163189,Mean Height,centimeters (cm),MEAN,Standard Deviation,Genotonorm,Month 12 (n=50),,139.5,16.8,,
NCT00163189,Mean Height,centimeters (cm),MEAN,Standard Deviation,Genotonorm,Month 24 (n=41),,146.0,16.4,,
NCT00163189,Mean Height,centimeters (cm),MEAN,Standard Deviation,Genotonorm,Month 36 (n=30),,150.4,16.0,,
NCT00163189,Mean Height,centimeters (cm),MEAN,Standard Deviation,Genotonorm,Month 48 (n=14),,152.4,16.0,,
NCT00163189,Mean Height,centimeters (cm),MEAN,Standard Deviation,Genotonorm,Month 60 (n=9),,156.0,11.3,,
NCT00163189,Mean Height Standard Deviation Score (SDS) for Bone Age (BA),SDS,MEAN,Standard Deviation,Genotonorm,Baseline (n=51),,-0.29,1.15,,
NCT00163189,Mean Height Standard Deviation Score (SDS) for Bone Age (BA),SDS,MEAN,Standard Deviation,Genotonorm,Month 12 (n=40),,-0.36,1.52,,
NCT00163189,Mean Height Standard Deviation Score (SDS) for Bone Age (BA),SDS,MEAN,Standard Deviation,Genotonorm,Month 24 (n=29),,0.11,1.36,,
NCT00163189,Mean Height Standard Deviation Score (SDS) for Bone Age (BA),SDS,MEAN,Standard Deviation,Genotonorm,Month 36 (n=24),,0.14,1.48,,
NCT00163189,Mean Height Standard Deviation Score (SDS) for Bone Age (BA),SDS,MEAN,Standard Deviation,Genotonorm,Month 48 (n=13),,-0.26,1.28,,
NCT00163189,Mean Height Standard Deviation Score (SDS) for Bone Age (BA),SDS,MEAN,Standard Deviation,Genotonorm,Month 60 (n=7),,-0.19,1.15,,
NCT00163189,Annual Growth Rate (AGR),cm/year,MEAN,Standard Deviation,Genotonorm,Baseline (n=52),,3.0,2.0,,
NCT00163189,Annual Growth Rate (AGR),cm/year,MEAN,Standard Deviation,Genotonorm,Month 12 (n=49),,6.7,2.6,,
NCT00163189,Annual Growth Rate (AGR),cm/year,MEAN,Standard Deviation,Genotonorm,Month 24 (n=41),,6.0,2.7,,
NCT00163189,Annual Growth Rate (AGR),cm/year,MEAN,Standard Deviation,Genotonorm,Month 36 (n=30),,5.9,2.7,,
NCT00163189,Annual Growth Rate (AGR),cm/year,MEAN,Standard Deviation,Genotonorm,Month 48 (n=14),,4.8,2.5,,
NCT00163189,Annual Growth Rate (AGR),cm/year,MEAN,Standard Deviation,Genotonorm,Month 60 (n=9),,4.9,3.0,,
NCT00163189,Growth Rate (GR) Standard Deviation Score (SDS) for Bone Age (BA),SDS,MEAN,Standard Deviation,Genotonorm,Month 12 (n=36),,-0.13,2.15,,
NCT00163189,Growth Rate (GR) Standard Deviation Score (SDS) for Bone Age (BA),SDS,MEAN,Standard Deviation,Genotonorm,Month 24 (n=25),,0.07,2.51,,
NCT00163189,Growth Rate (GR) Standard Deviation Score (SDS) for Bone Age (BA),SDS,MEAN,Standard Deviation,Genotonorm,Month 36 (n=20),,0.05,1.94,,
NCT00163189,Growth Rate (GR) Standard Deviation Score (SDS) for Bone Age (BA),SDS,MEAN,Standard Deviation,Genotonorm,Month 48 (n=11),,-1.00,1.38,,
NCT00163189,Growth Rate (GR) Standard Deviation Score (SDS) for Bone Age (BA),SDS,MEAN,Standard Deviation,Genotonorm,Month 60 (n=7),,-0.43,1.22,,
NCT00163189,Growth Rate (GR) Standard Deviation Score (SDS) for Chronological Age (CA),SDS,MEAN,Standard Deviation,Genotonorm,Baseline (n=52),,-2.04,2.03,,
NCT00163189,Growth Rate (GR) Standard Deviation Score (SDS) for Chronological Age (CA),SDS,MEAN,Standard Deviation,Genotonorm,Month 12 (n=49),,1.77,4.29,,
NCT00163189,Growth Rate (GR) Standard Deviation Score (SDS) for Chronological Age (CA),SDS,MEAN,Standard Deviation,Genotonorm,Month 24 (n=41),,5.26,16.79,,
NCT00163189,Growth Rate (GR) Standard Deviation Score (SDS) for Chronological Age (CA),SDS,MEAN,Standard Deviation,Genotonorm,Month 36 (n=29),,3.64,9.06,,
NCT00163189,Growth Rate (GR) Standard Deviation Score (SDS) for Chronological Age (CA),SDS,MEAN,Standard Deviation,Genotonorm,Month 48 (n=13),,0.93,2.73,,
NCT00163189,Growth Rate (GR) Standard Deviation Score (SDS) for Chronological Age (CA),SDS,MEAN,Standard Deviation,Genotonorm,Month 60 (n=9),,1.40,1.71,,
NCT00163189,"Change From Baseline in Height at Month 12, 24, 36, 48 and 60",cm,MEAN,Standard Deviation,Genotonorm,Baseline (n=58),,133.9,15.7,,
NCT00163189,"Change From Baseline in Height at Month 12, 24, 36, 48 and 60",cm,MEAN,Standard Deviation,Genotonorm,Change at Month 12 (n=50),,6.8,2.8,,
NCT00163189,"Change From Baseline in Height at Month 12, 24, 36, 48 and 60",cm,MEAN,Standard Deviation,Genotonorm,Change at Month 24 (n=41),,12.9,4.7,,
NCT00163189,"Change From Baseline in Height at Month 12, 24, 36, 48 and 60",cm,MEAN,Standard Deviation,Genotonorm,Change at Month 36 (n=30),,18.8,6.1,,
NCT00163189,"Change From Baseline in Height at Month 12, 24, 36, 48 and 60",cm,MEAN,Standard Deviation,Genotonorm,Change at Month 48 (n=14),,23.9,8.5,,
NCT00163189,"Change From Baseline in Height at Month 12, 24, 36, 48 and 60",cm,MEAN,Standard Deviation,Genotonorm,Change at Month 60 (n=9),,30.3,7.6,,
NCT00163189,"Change From Baseline in Height Standard Deviation Score (SDS) for Chronological Age (CA) at Month 12, 24, 48 and 60",SDS,MEAN,Standard Deviation,Genotonorm,Baseline (n=58),,-2.91,1.19,,
NCT00163189,"Change From Baseline in Height Standard Deviation Score (SDS) for Chronological Age (CA) at Month 12, 24, 48 and 60",SDS,MEAN,Standard Deviation,Genotonorm,Change at Month 12 (n=50),,0.28,0.57,,
NCT00163189,"Change From Baseline in Height Standard Deviation Score (SDS) for Chronological Age (CA) at Month 12, 24, 48 and 60",SDS,MEAN,Standard Deviation,Genotonorm,Change at Month 24 (n=41),,0.57,0.95,,
NCT00163189,"Change From Baseline in Height Standard Deviation Score (SDS) for Chronological Age (CA) at Month 12, 24, 48 and 60",SDS,MEAN,Standard Deviation,Genotonorm,Change at Month 48 (n=14),,0.82,1.42,,
NCT00163189,"Change From Baseline in Height Standard Deviation Score (SDS) for Chronological Age (CA) at Month 12, 24, 48 and 60",SDS,MEAN,Standard Deviation,Genotonorm,Change at Month 60 (n=9),,0.75,1.13,,
NCT00163189,"Change From Baseline in Height Standard Deviation Score (SDS) for Bone Age (BA) at Month 12, 24, 36, 48 and 60",SDS,MEAN,Standard Deviation,Genotonorm,Baseline (n=51),,-0.29,1.15,,
NCT00163189,"Change From Baseline in Height Standard Deviation Score (SDS) for Bone Age (BA) at Month 12, 24, 36, 48 and 60",SDS,MEAN,Standard Deviation,Genotonorm,Change at Month 12 (n=36),,-0.02,0.99,,
NCT00163189,"Change From Baseline in Height Standard Deviation Score (SDS) for Bone Age (BA) at Month 12, 24, 36, 48 and 60",SDS,MEAN,Standard Deviation,Genotonorm,Change at Month 24 (n=26),,0.28,1.18,,
NCT00163189,"Change From Baseline in Height Standard Deviation Score (SDS) for Bone Age (BA) at Month 12, 24, 36, 48 and 60",SDS,MEAN,Standard Deviation,Genotonorm,Change at Month 36 (n=21),,0.31,1.17,,
NCT00163189,"Change From Baseline in Height Standard Deviation Score (SDS) for Bone Age (BA) at Month 12, 24, 36, 48 and 60",SDS,MEAN,Standard Deviation,Genotonorm,Change at Month 48 (n=13),,-0.08,1.30,,
NCT00163189,"Change From Baseline in Height Standard Deviation Score (SDS) for Bone Age (BA) at Month 12, 24, 36, 48 and 60",SDS,MEAN,Standard Deviation,Genotonorm,Change at Month 60 (n=7),,0.01,1.33,,
NCT00163189,"Change From Baseline in Bone Age (BA) at Month 12, 24, 36, 48 and 60",months,MEAN,Standard Deviation,Genotonorm,Baseline (n=58),,117.9,34.6,,
NCT00163189,"Change From Baseline in Bone Age (BA) at Month 12, 24, 36, 48 and 60",months,MEAN,Standard Deviation,Genotonorm,Change at Month 12 (n=37),,17.8,11.0,,
NCT00163189,"Change From Baseline in Bone Age (BA) at Month 12, 24, 36, 48 and 60",months,MEAN,Standard Deviation,Genotonorm,Change at Month 24 (n=32),,28.2,17.9,,
NCT00163189,"Change From Baseline in Bone Age (BA) at Month 12, 24, 36, 48 and 60",months,MEAN,Standard Deviation,Genotonorm,Change at Month 36 (n=23),,36.5,17.8,,
NCT00163189,"Change From Baseline in Bone Age (BA) at Month 12, 24, 36, 48 and 60",months,MEAN,Standard Deviation,Genotonorm,Change at Month 48 (n=13),,52.8,21.2,,
NCT00163189,"Change From Baseline in Bone Age (BA) at Month 12, 24, 36, 48 and 60",months,MEAN,Standard Deviation,Genotonorm,Change at Month 60 (n=7),,70.0,27.0,,
NCT00163189,Ratio of Bone Age (BA) to Chronological Age (CA),ratio,MEAN,Standard Deviation,Genotonorm,Baseline (n=58),,0.78,0.10,,
NCT00163189,Ratio of Bone Age (BA) to Chronological Age (CA),ratio,MEAN,Standard Deviation,Genotonorm,Month 12 (n=37),,0.82,0.11,,
NCT00163189,Ratio of Bone Age (BA) to Chronological Age (CA),ratio,MEAN,Standard Deviation,Genotonorm,Month 24 (n=32),,0.80,0.09,,
NCT00163189,Ratio of Bone Age (BA) to Chronological Age (CA),ratio,MEAN,Standard Deviation,Genotonorm,Month 36 (n=23),,0.79,0.10,,
NCT00163189,Ratio of Bone Age (BA) to Chronological Age (CA),ratio,MEAN,Standard Deviation,Genotonorm,Month 48 (n=13),,0.81,0.08,,
NCT00163189,Ratio of Bone Age (BA) to Chronological Age (CA),ratio,MEAN,Standard Deviation,Genotonorm,Month 60 (n=7),,0.85,0.10,,
NCT00163215,Change From Baseline in Annual Growth Rate Standard Deviation Score (SDS) for Chronological Age (CA) at Month 36 in Intent-to-Treat (ITT) Population,SDS,MEAN,Standard Deviation,Genotonorm,Baseline (n = 42),,-1.29,1.79,,
NCT00163215,Change From Baseline in Annual Growth Rate Standard Deviation Score (SDS) for Chronological Age (CA) at Month 36 in Intent-to-Treat (ITT) Population,SDS,MEAN,Standard Deviation,Genotonorm,Change at Month 36 (n = 26),,2.36,1.98,,
NCT00163215,Change From Baseline in Annual Growth Rate Standard Deviation Score (SDS) for Chronological Age (CA) at Month 36 in Per-Protocol (PP) Population,SDS,MEAN,Standard Deviation,Genotonorm,Baseline (n = 14),,-1.98,1.06,,
NCT00163215,Change From Baseline in Annual Growth Rate Standard Deviation Score (SDS) for Chronological Age (CA) at Month 36 in Per-Protocol (PP) Population,SDS,MEAN,Standard Deviation,Genotonorm,Change at Month 36 (n = 12),,2.70,2.02,,
NCT00163215,"Change From Baseline in Annual Growth Rate at Month 12, Month 24 and Month 36 in ITT Population",centimeter per year (cm/year),MEAN,Standard Deviation,Genotonorm,Baseline (n = 42),,4.5,1.8,,
NCT00163215,"Change From Baseline in Annual Growth Rate at Month 12, Month 24 and Month 36 in ITT Population",centimeter per year (cm/year),MEAN,Standard Deviation,Genotonorm,Change at Month 12 (n = 36),,3.3,2.9,,
NCT00163215,"Change From Baseline in Annual Growth Rate at Month 12, Month 24 and Month 36 in ITT Population",centimeter per year (cm/year),MEAN,Standard Deviation,Genotonorm,Change at Month 24 (n = 35),,2.5,2.7,,
NCT00163215,"Change From Baseline in Annual Growth Rate at Month 12, Month 24 and Month 36 in ITT Population",centimeter per year (cm/year),MEAN,Standard Deviation,Genotonorm,Change at Month 36 (n = 26),,2.0,2.0,,
NCT00163215,"Change From Baseline in Annual Growth Rate at Month 12, Month 24, Month 36 in PP Population",cm/year,MEAN,Standard Deviation,Genotonorm,Baseline (n = 14),,4.0,1.0,,
NCT00163215,"Change From Baseline in Annual Growth Rate at Month 12, Month 24, Month 36 in PP Population",cm/year,MEAN,Standard Deviation,Genotonorm,Change at Month 12 (n = 14),,4.0,1.0,,
NCT00163215,"Change From Baseline in Annual Growth Rate at Month 12, Month 24, Month 36 in PP Population",cm/year,MEAN,Standard Deviation,Genotonorm,Change at Month 24 (n = 14),,2.5,1.3,,
NCT00163215,"Change From Baseline in Annual Growth Rate at Month 12, Month 24, Month 36 in PP Population",cm/year,MEAN,Standard Deviation,Genotonorm,Change at Month 36 (n = 12),,1.8,1.1,,
NCT00163215,Height,cm,MEAN,Standard Deviation,Genotonorm,Baseline (n = 44),,123.9,17.3,,
NCT00163215,Height,cm,MEAN,Standard Deviation,Genotonorm,Month 12 (n = 39),,130.3,17.5,,
NCT00163215,Height,cm,MEAN,Standard Deviation,Genotonorm,Month 24 (n = 39),,137.8,16.9,,
NCT00163215,Height,cm,MEAN,Standard Deviation,Genotonorm,Month 36 (n = 27),,143.5,15.8,,
NCT00163215,"Change From Baseline in Height at Month 12, Month 24 and Month 36",cm,MEAN,Standard Deviation,Genotonorm,Change at Month 12 (n = 39),,7.7,2.1,,
NCT00163215,"Change From Baseline in Height at Month 12, Month 24 and Month 36",cm,MEAN,Standard Deviation,Genotonorm,Change at Month 24 (n = 39),,14.9,3.4,,
NCT00163215,"Change From Baseline in Height at Month 12, Month 24 and Month 36",cm,MEAN,Standard Deviation,Genotonorm,Change at Month 36 (n = 27),,22.3,3.7,,
NCT00163215,Mean Height Standard Deviation Score (SDS) for Chronological Age (CA),SDS,MEAN,Standard Deviation,Genotonorm,Baseline (n = 44),,-2.84,0.91,,
NCT00163215,Mean Height Standard Deviation Score (SDS) for Chronological Age (CA),SDS,MEAN,Standard Deviation,Genotonorm,Month 12 (n = 39),,-2.42,0.98,,
NCT00163215,Mean Height Standard Deviation Score (SDS) for Chronological Age (CA),SDS,MEAN,Standard Deviation,Genotonorm,Month 24 (n = 39),,-2.09,1.08,,
NCT00163215,Mean Height Standard Deviation Score (SDS) for Chronological Age (CA),SDS,MEAN,Standard Deviation,Genotonorm,Month 36 (n = 27),,-1.72,0.96,,
NCT00163215,"Change From Baseline in Height Standard Deviation Score (SDS) for Chronological Age (CA) at Month 12, Month 24 and Month 36",SDS,MEAN,Standard Deviation,Genotonorm,Change at Month 12 (n = 39),,0.41,0.42,,
NCT00163215,"Change From Baseline in Height Standard Deviation Score (SDS) for Chronological Age (CA) at Month 12, Month 24 and Month 36",SDS,MEAN,Standard Deviation,Genotonorm,Change at Month 24 (n = 39),,0.81,0.60,,
NCT00163215,"Change From Baseline in Height Standard Deviation Score (SDS) for Chronological Age (CA) at Month 12, Month 24 and Month 36",SDS,MEAN,Standard Deviation,Genotonorm,Change at Month 36 (n = 27),,1.03,0.62,,
NCT00163215,Mean Height Standard Deviation Score (SDS) for Bone Age (BA),SDS,MEAN,Standard Deviation,Genotonorm,Baseline (n = 35),,-0.71,1.52,,
NCT00163215,Mean Height Standard Deviation Score (SDS) for Bone Age (BA),SDS,MEAN,Standard Deviation,Genotonorm,Month 12 (n = 32),,-0.55,1.68,,
NCT00163215,Mean Height Standard Deviation Score (SDS) for Bone Age (BA),SDS,MEAN,Standard Deviation,Genotonorm,Month 24 (n = 32),,-0.49,1.77,,
NCT00163215,Mean Height Standard Deviation Score (SDS) for Bone Age (BA),SDS,MEAN,Standard Deviation,Genotonorm,Month 36 (n = 20),,-0.30,1.46,,
NCT00163215,"Change From Baseline in Height Standard Deviation Score (SDS) for Bone Age (BA) at Month 12, Month 24 and Month 36",SDS,MEAN,Standard Deviation,Genotonorm,Change at Month 12 (n = 28),,-0.05,1.04,,
NCT00163215,"Change From Baseline in Height Standard Deviation Score (SDS) for Bone Age (BA) at Month 12, Month 24 and Month 36",SDS,MEAN,Standard Deviation,Genotonorm,Change at Month 24 (n = 27),,0.06,1.36,,
NCT00163215,"Change From Baseline in Height Standard Deviation Score (SDS) for Bone Age (BA) at Month 12, Month 24 and Month 36",SDS,MEAN,Standard Deviation,Genotonorm,Change at Month 36 (n = 17),,0.05,1.32,,
NCT00163215,Change From Baseline in Annual Growth Rate Standard Deviation Score (SDS) for Chronological Age (CA) at Month 12 and Month 24 in ITT Population,SDS,MEAN,Standard Deviation,Genotonorm,Change at Month 12 (n = 36),,3.23,2.66,,
NCT00163215,Change From Baseline in Annual Growth Rate Standard Deviation Score (SDS) for Chronological Age (CA) at Month 12 and Month 24 in ITT Population,SDS,MEAN,Standard Deviation,Genotonorm,Change at Month 24 (n = 35),,2.62,2.05,,
NCT00163215,Change From Baseline in Annual Growth Rate Standard Deviation Score (SDS) for Chronological Age (CA) at Month 12 and Month 24 in PP Population,SDS,MEAN,Standard Deviation,Genotonorm,Change at Month 12 (n = 14),,4.40,2.12,,
NCT00163215,Change From Baseline in Annual Growth Rate Standard Deviation Score (SDS) for Chronological Age (CA) at Month 12 and Month 24 in PP Population,SDS,MEAN,Standard Deviation,Genotonorm,Change at Month 24 (n = 14),,2.97,1.68,,
NCT00163215,Mean Growth Rate Standard Deviation Score (SDS) for Bone Age (BA),SDS,MEAN,Standard Deviation,Genotonorm,Month 12 (n = 28),,1.06,1.57,,
NCT00163215,Mean Growth Rate Standard Deviation Score (SDS) for Bone Age (BA),SDS,MEAN,Standard Deviation,Genotonorm,Month 24 (n = 25),,0.46,1.15,,
NCT00163215,Mean Growth Rate Standard Deviation Score (SDS) for Bone Age (BA),SDS,MEAN,Standard Deviation,Genotonorm,Month 36 (n = 19),,-0.01,1.19,,
