nct,outcome_title,unit,param_type,dispersion,arm,class,category,value,spread,ci_lo,ci_hi
NCT00184717,Change in Height Standard Deviation Score (SDS) for Chronological Age (CA) at Week 260 - Subjects Received NN220 Treatment for 5 Years,Standard Deviation Score (SDS),LEAST_SQUARES_MEAN,Standard Error,0.033 mg / NN-220,Week 260,,1.2066,0.1102,,
NCT00184717,Change in Height Standard Deviation Score (SDS) for Chronological Age (CA) at Week 260 - Subjects Received NN220 Treatment for 5 Years,Standard Deviation Score (SDS),LEAST_SQUARES_MEAN,Standard Error,0.067 mg / NN-220,Week 260,,2.0247,0.1083,,
NCT00184717,Change in Height Standard Deviation Score (SDS) for Chronological Age (CA) at Week 208 - Subjects Received NN220 Treatment for 4 Years,Standard Deviation Score (SDS),LEAST_SQUARES_MEAN,Standard Error,No Treatment --> 0.033 mg,Week 0,,-2.9603,0.6689,,
NCT00184717,Change in Height Standard Deviation Score (SDS) for Chronological Age (CA) at Week 208 - Subjects Received NN220 Treatment for 4 Years,Standard Deviation Score (SDS),LEAST_SQUARES_MEAN,Standard Error,No Treatment --> 0.067 mg,Week 0,,-2.7481,0.3524,,
NCT00184717,Change in Height Standard Deviation Score (SDS) for Chronological Age (CA) at Week 208 - Subjects Received NN220 Treatment for 4 Years,Standard Deviation Score (SDS),LEAST_SQUARES_MEAN,Standard Error,No Treatment --> 0.033 mg,Week 208,,1.0997,0.2453,,
NCT00184717,Change in Height Standard Deviation Score (SDS) for Chronological Age (CA) at Week 208 - Subjects Received NN220 Treatment for 4 Years,Standard Deviation Score (SDS),LEAST_SQUARES_MEAN,Standard Error,No Treatment --> 0.067 mg,Week 208,,1.9151,0.2275,,
NCT00184717,Yearly Height Velocity SDS for Chronological Age - Subjects Received NN220 Treatment for 5 Years,Standard Deviation Score (SDS),MEAN,Standard Deviation,0.033 mg / NN-220,"Baseline, n=31, 34",,-1.6299,0.9738,,
NCT00184717,Yearly Height Velocity SDS for Chronological Age - Subjects Received NN220 Treatment for 5 Years,Standard Deviation Score (SDS),MEAN,Standard Deviation,0.067 mg / NN-220,"Baseline, n=31, 34",,-2.0303,1.4527,,
NCT00184717,Yearly Height Velocity SDS for Chronological Age - Subjects Received NN220 Treatment for 5 Years,Standard Deviation Score (SDS),MEAN,Standard Deviation,0.033 mg / NN-220,"Week 52, n=29, 34",,2.4717,1.9848,,
NCT00184717,Yearly Height Velocity SDS for Chronological Age - Subjects Received NN220 Treatment for 5 Years,Standard Deviation Score (SDS),MEAN,Standard Deviation,0.067 mg / NN-220,"Week 52, n=29, 34",,4.7875,1.9365,,
NCT00184717,Yearly Height Velocity SDS for Chronological Age - Subjects Received NN220 Treatment for 5 Years,Standard Deviation Score (SDS),MEAN,Standard Deviation,0.033 mg / NN-220,"Week 104, n=29, 32",,1.1344,1.2782,,
NCT00184717,Yearly Height Velocity SDS for Chronological Age - Subjects Received NN220 Treatment for 5 Years,Standard Deviation Score (SDS),MEAN,Standard Deviation,0.067 mg / NN-220,"Week 104, n=29, 32",,2.8877,1.1272,,
NCT00184717,Yearly Height Velocity SDS for Chronological Age - Subjects Received NN220 Treatment for 5 Years,Standard Deviation Score (SDS),MEAN,Standard Deviation,0.033 mg / NN-220,"Week 156, n=25, 29",,0.8015,1.0583,,
NCT00184717,Yearly Height Velocity SDS for Chronological Age - Subjects Received NN220 Treatment for 5 Years,Standard Deviation Score (SDS),MEAN,Standard Deviation,0.067 mg / NN-220,"Week 156, n=25, 29",,2.1641,1.5929,,
NCT00184717,Yearly Height Velocity SDS for Chronological Age - Subjects Received NN220 Treatment for 5 Years,Standard Deviation Score (SDS),MEAN,Standard Deviation,0.033 mg / NN-220,"Week 208, n=25, 28",,0.3991,1.3006,,
NCT00184717,Yearly Height Velocity SDS for Chronological Age - Subjects Received NN220 Treatment for 5 Years,Standard Deviation Score (SDS),MEAN,Standard Deviation,0.067 mg / NN-220,"Week 208, n=25, 28",,1.4724,1.8696,,
NCT00184717,Yearly Height Velocity SDS for Chronological Age - Subjects Received NN220 Treatment for 5 Years,Standard Deviation Score (SDS),MEAN,Standard Deviation,0.033 mg / NN-220,"Week 260, n=23, 27",,0.4612,2.1558,,
NCT00184717,Yearly Height Velocity SDS for Chronological Age - Subjects Received NN220 Treatment for 5 Years,Standard Deviation Score (SDS),MEAN,Standard Deviation,0.067 mg / NN-220,"Week 260, n=23, 27",,0.7973,2.1822,,
NCT00184717,Yearly Height Velocity SDS for Chronological Age - Subjects Received NN220 Treatment for 4 Years,Standard Deviation Score (SDS),MEAN,Standard Deviation,No Treatment --> 0.033 mg,"Baseline, n=7,8",,0.073,1.5681,,
NCT00184717,Yearly Height Velocity SDS for Chronological Age - Subjects Received NN220 Treatment for 4 Years,Standard Deviation Score (SDS),MEAN,Standard Deviation,No Treatment --> 0.067 mg,"Baseline, n=7,8",,-1.356,0.708,,
NCT00184717,Yearly Height Velocity SDS for Chronological Age - Subjects Received NN220 Treatment for 4 Years,Standard Deviation Score (SDS),MEAN,Standard Deviation,No Treatment --> 0.033 mg,"Week 52, n=7, 8",,2.1677,0.61,,
NCT00184717,Yearly Height Velocity SDS for Chronological Age - Subjects Received NN220 Treatment for 4 Years,Standard Deviation Score (SDS),MEAN,Standard Deviation,No Treatment --> 0.067 mg,"Week 52, n=7, 8",,5.9303,1.2096,,
NCT00184717,Yearly Height Velocity SDS for Chronological Age - Subjects Received NN220 Treatment for 4 Years,Standard Deviation Score (SDS),MEAN,Standard Deviation,No Treatment --> 0.033 mg,"Week 104, n=6, 7",,1.5268,1.1715,,
NCT00184717,Yearly Height Velocity SDS for Chronological Age - Subjects Received NN220 Treatment for 4 Years,Standard Deviation Score (SDS),MEAN,Standard Deviation,No Treatment --> 0.067 mg,"Week 104, n=6, 7",,3.3979,1.0542,,
NCT00184717,Yearly Height Velocity SDS for Chronological Age - Subjects Received NN220 Treatment for 4 Years,Standard Deviation Score (SDS),MEAN,Standard Deviation,No Treatment --> 0.033 mg,"Week 156, n=6, 7",,1.7617,2.0956,,
NCT00184717,Yearly Height Velocity SDS for Chronological Age - Subjects Received NN220 Treatment for 4 Years,Standard Deviation Score (SDS),MEAN,Standard Deviation,No Treatment --> 0.067 mg,"Week 156, n=6, 7",,2.3539,1.3149,,
NCT00184717,Yearly Height Velocity SDS for Chronological Age - Subjects Received NN220 Treatment for 4 Years,Standard Deviation Score (SDS),MEAN,Standard Deviation,No Treatment --> 0.033 mg,"Week 208, n=6, 6",,0.5475,1.6055,,
NCT00184717,Yearly Height Velocity SDS for Chronological Age - Subjects Received NN220 Treatment for 4 Years,Standard Deviation Score (SDS),MEAN,Standard Deviation,No Treatment --> 0.067 mg,"Week 208, n=6, 6",,2.199,1.5973,,
NCT00184717,Change in Bone Age (Left Hand X-Ray) at Week 260 - Subjects Received NN220 Treatment for 5 Years,years,MEAN,Standard Deviation,0.033 mg / NN-220,,,5.79,1.05,,
NCT00184717,Change in Bone Age (Left Hand X-Ray) at Week 260 - Subjects Received NN220 Treatment for 5 Years,years,MEAN,Standard Deviation,0.067 mg / NN-220,,,7.15,1.05,,
NCT00184717,Change in Bone Age (Left Hand X-Ray) at Week 208 - Subjects Received NN220 Treatment for 4 Years,years,MEAN,Standard Deviation,No Treatment --> 0.033 mg,,,6.54,1.26,,
NCT00184717,Change in Bone Age (Left Hand X-Ray) at Week 208 - Subjects Received NN220 Treatment for 4 Years,years,MEAN,Standard Deviation,No Treatment --> 0.067 mg,,,5.6,1.68,,
NCT00190684,Change From Baseline to 5 Year Endpoint in Height,centimeters (cm),MEAN,Standard Deviation,Atomoxetine,,,10.9,10.41,,
NCT00190684,"Change From Baseline to 5 Year Endpoint in Weight, Height, and Body Mass Index (BMI) Percentile Stratified by Baseline Quartile",percentiles,MEAN,Standard Deviation,Atomoxetine,Weight (0 to 25th percentile) (N=46),,18.93,9.26,,
NCT00190684,"Change From Baseline to 5 Year Endpoint in Weight, Height, and Body Mass Index (BMI) Percentile Stratified by Baseline Quartile",percentiles,MEAN,Standard Deviation,Atomoxetine,Weight (25th to 50th percentile) (N=58),,14.90,22.31,,
NCT00190684,"Change From Baseline to 5 Year Endpoint in Weight, Height, and Body Mass Index (BMI) Percentile Stratified by Baseline Quartile",percentiles,MEAN,Standard Deviation,Atomoxetine,Weight (50th to 75th percentile) (N=50),,-1.33,20.21,,
NCT00190684,"Change From Baseline to 5 Year Endpoint in Weight, Height, and Body Mass Index (BMI) Percentile Stratified by Baseline Quartile",percentiles,MEAN,Standard Deviation,Atomoxetine,Weight (75th to 100th percentile) (N=97),,-6.68,15.50,,
NCT00190684,"Change From Baseline to 5 Year Endpoint in Weight, Height, and Body Mass Index (BMI) Percentile Stratified by Baseline Quartile",percentiles,MEAN,Standard Deviation,Atomoxetine,Height (0 to 25th percentile) (N=64),,12.06,21.00,,
NCT00190684,"Change From Baseline to 5 Year Endpoint in Weight, Height, and Body Mass Index (BMI) Percentile Stratified by Baseline Quartile",percentiles,MEAN,Standard Deviation,Atomoxetine,Height (25th tp 50th percentile) (N=61),,9.53,21.76,,
NCT00190684,"Change From Baseline to 5 Year Endpoint in Weight, Height, and Body Mass Index (BMI) Percentile Stratified by Baseline Quartile",percentiles,MEAN,Standard Deviation,Atomoxetine,Height (50th to 75th percentile) (N=55),,-6.28,22.55,,
NCT00190684,"Change From Baseline to 5 Year Endpoint in Weight, Height, and Body Mass Index (BMI) Percentile Stratified by Baseline Quartile",percentiles,MEAN,Standard Deviation,Atomoxetine,Height (75th to 100th percentile) (N=65),,-10.92,20.31,,
NCT00190684,"Change From Baseline to 5 Year Endpoint in Weight, Height, and Body Mass Index (BMI) Percentile Stratified by Baseline Quartile",percentiles,MEAN,Standard Deviation,Atomoxetine,BMI (0 to 25th percentile) (N=34),,18.71,24.76,,
NCT00190684,"Change From Baseline to 5 Year Endpoint in Weight, Height, and Body Mass Index (BMI) Percentile Stratified by Baseline Quartile",percentiles,MEAN,Standard Deviation,Atomoxetine,BMI (25th to 50th percentile) (N=53),,8.52,28.11,,
NCT00190684,"Change From Baseline to 5 Year Endpoint in Weight, Height, and Body Mass Index (BMI) Percentile Stratified by Baseline Quartile",percentiles,MEAN,Standard Deviation,Atomoxetine,BMI (50th to 75th percentile) (N=55),,-3.26,25.69,,
NCT00190684,"Change From Baseline to 5 Year Endpoint in Weight, Height, and Body Mass Index (BMI) Percentile Stratified by Baseline Quartile",percentiles,MEAN,Standard Deviation,Atomoxetine,BMI (75th to 100th percentile) (N=101),,-7.94,18.41,,
NCT00191113,"Height Standard Deviation Score (SDS) (National Center for Health Statistics [NCHS]), Change From Baseline to Last Measurement, As Randomized Population",Standard Deviation Score (SDS) [NCHS],LEAST_SQUARES_MEAN,Standard Error,As-Randomized Control,,,0.09,0.07,,
NCT00191113,"Height Standard Deviation Score (SDS) (National Center for Health Statistics [NCHS]), Change From Baseline to Last Measurement, As Randomized Population",Standard Deviation Score (SDS) [NCHS],LEAST_SQUARES_MEAN,Standard Error,As-Randomized Humatrope,,,0.97,0.07,,
NCT00191113,"Height Standard Deviation Score (SDS) (National Center for Health Statistics [NCHS]), Last Measurement After Attainment of Final Height",Standard Deviation Score (SDS) [NCHS],LEAST_SQUARES_MEAN,Standard Error,As-Treated No Growth Hormone,,,-3.30,0.07,,
NCT00191113,"Height Standard Deviation Score (SDS) (National Center for Health Statistics [NCHS]), Last Measurement After Attainment of Final Height",Standard Deviation Score (SDS) [NCHS],LEAST_SQUARES_MEAN,Standard Error,As-Treated Growth Hormone,,,-2.25,0.05,,
NCT00191113,"Height Standard Deviation Score (SDS) (National Center for Health Statistics [NCHS]), Change From Baseline, As-Treated Population",Standard Deviation Score (SDS) [NCHS],LEAST_SQUARES_MEAN,Standard Error,As-Treated No Growth Hormone,,,-0.09,0.08,,
NCT00191113,"Height Standard Deviation Score (SDS) (National Center for Health Statistics [NCHS]), Change From Baseline, As-Treated Population",Standard Deviation Score (SDS) [NCHS],LEAST_SQUARES_MEAN,Standard Error,As-Treated Growth Humatrope,,,0.99,0.06,,
NCT00191113,Height (Centimeters [cm]),centimeters (cm),LEAST_SQUARES_MEAN,Standard Error,As-Treated No Growth Hormone,,,141.63,0.47,,
NCT00191113,Height (Centimeters [cm]),centimeters (cm),LEAST_SQUARES_MEAN,Standard Error,As-Treated Growth Humatrope,,,148.52,0.36,,
NCT00191165,Height Velocity Standard Deviation Score (SDS) at 12-Month Endpoint,standard deviation score,MEAN,Standard Deviation,High Dose Somatropin,,,1.83,0.91,,
NCT00191165,Height Velocity Standard Deviation Score (SDS) at 12-Month Endpoint,standard deviation score,MEAN,Standard Deviation,Label Dose Somatropin,,,1.38,1.41,,
NCT00191165,Change From Baseline to 12-Month and 24-Month Endpoints in Height Standard Deviation Score (SDS),standard deviation score,LEAST_SQUARES_MEAN,Standard Error,High Dose Somatropin,"12-Month Height SDS Change (N=14, N=12)",,0.49,0.12,,
NCT00191165,Change From Baseline to 12-Month and 24-Month Endpoints in Height Standard Deviation Score (SDS),standard deviation score,LEAST_SQUARES_MEAN,Standard Error,Label Dose Somatropin,"12-Month Height SDS Change (N=14, N=12)",,0.34,0.13,,
NCT00191165,Change From Baseline to 12-Month and 24-Month Endpoints in Height Standard Deviation Score (SDS),standard deviation score,LEAST_SQUARES_MEAN,Standard Error,High Dose Somatropin,"24-Month Height SDS Change (N=13, N=11)",,0.88,0.17,,
NCT00191165,Change From Baseline to 12-Month and 24-Month Endpoints in Height Standard Deviation Score (SDS),standard deviation score,LEAST_SQUARES_MEAN,Standard Error,Label Dose Somatropin,"24-Month Height SDS Change (N=13, N=11)",,0.40,0.18,,
NCT00191165,Height Velocity Standard Deviation Score (SDS) at 24 Month Endpoint,standard deviation score,MEAN,Standard Deviation,High Dose Somatropin,,,2.58,1.86,,
NCT00191165,Height Velocity Standard Deviation Score (SDS) at 24 Month Endpoint,standard deviation score,MEAN,Standard Deviation,Label Dose Somatropin,,,1.45,1.06,,
NCT00205777,Change From Baseline in Height at Month 36,millimeter (mm),LEAST_SQUARES_MEAN,Standard Error,Bazedoxifene 20 mg (Core+SE I),,,-3.7,0.31,,
NCT00205777,Change From Baseline in Height at Month 36,millimeter (mm),LEAST_SQUARES_MEAN,Standard Error,Bazedoxifene 40 mg (Core),,,-3.9,0.31,,
NCT00205777,Change From Baseline in Height at Month 36,millimeter (mm),LEAST_SQUARES_MEAN,Standard Error,Raloxifene 60 mg (Core),,,-4.5,0.31,,
NCT00205777,Change From Baseline in Height at Month 36,millimeter (mm),LEAST_SQUARES_MEAN,Standard Error,Placebo (Core+SE I+SE II),,,-3.3,0.31,,
NCT00205777,Change From Baseline in Height at Month 60,mm,LEAST_SQUARES_MEAN,Standard Error,Bazedoxifene 20 mg (Core+SE I),,,-0.50,0.06,,
NCT00205777,Change From Baseline in Height at Month 60,mm,LEAST_SQUARES_MEAN,Standard Error,Placebo (Core+SE I+SE II),,,-0.41,0.06,,
NCT00205777,Change From Baseline in Height at Month 60,mm,LEAST_SQUARES_MEAN,Standard Error,Bazedoxifene 40/20 mg (SE I),,,-0.41,0.06,,
NCT00205777,Change From Baseline in Height at Month 84,mm,MEAN,Standard Deviation,Placebo (Core+SE I+SE II),,,-0.68,0.10,,
NCT00205777,Change From Baseline in Height at Month 84,mm,MEAN,Standard Deviation,Bazedoxifene 20 mg (SE II),,,-0.73,0.08,,
NCT00211237,Index Spinal Deformity Change Measured by Index Vertebral Body Height Ratio,ratio,MEAN,Standard Deviation,Balloon Kyphoplasty,Anterior VBHR at baseline,,0.744,0.228,,
NCT00211237,Index Spinal Deformity Change Measured by Index Vertebral Body Height Ratio,ratio,MEAN,Standard Deviation,Non Surgical Management,Anterior VBHR at baseline,,0.734,0.237,,
NCT00211237,Index Spinal Deformity Change Measured by Index Vertebral Body Height Ratio,ratio,MEAN,Standard Deviation,Balloon Kyphoplasty,Anterior VBHR change at 1 month,,0.016,0.123,,
NCT00211237,Index Spinal Deformity Change Measured by Index Vertebral Body Height Ratio,ratio,MEAN,Standard Deviation,Non Surgical Management,Anterior VBHR change at 1 month,,-0.027,0.061,,
NCT00211237,Index Spinal Deformity Change Measured by Index Vertebral Body Height Ratio,ratio,MEAN,Standard Deviation,Balloon Kyphoplasty,Medial VBHR at baseline,,0.782,0.193,,
NCT00211237,Index Spinal Deformity Change Measured by Index Vertebral Body Height Ratio,ratio,MEAN,Standard Deviation,Non Surgical Management,Medial VBHR at baseline,,0.776,0.190,,
NCT00211237,Index Spinal Deformity Change Measured by Index Vertebral Body Height Ratio,ratio,MEAN,Standard Deviation,Balloon Kyphoplasty,Medial VBHR change at 1 month,,0.028,0.103,,
NCT00211237,Index Spinal Deformity Change Measured by Index Vertebral Body Height Ratio,ratio,MEAN,Standard Deviation,Non Surgical Management,Medial VBHR change at 1 month,,-0.017,0.068,,
NCT00211237,Index Spinal Deformity Change Measured by Index Vertebral Body Height Ratio,ratio,MEAN,Standard Deviation,Balloon Kyphoplasty,Posterior VBHR at baseline,,0.928,0.101,,
NCT00211237,Index Spinal Deformity Change Measured by Index Vertebral Body Height Ratio,ratio,MEAN,Standard Deviation,Non Surgical Management,Posterior VBHR at baseline,,0.934,0.110,,
NCT00211237,Index Spinal Deformity Change Measured by Index Vertebral Body Height Ratio,ratio,MEAN,Standard Deviation,Balloon Kyphoplasty,Posterior change at 1 month,,0.007,0.081,,
NCT00211237,Index Spinal Deformity Change Measured by Index Vertebral Body Height Ratio,ratio,MEAN,Standard Deviation,Non Surgical Management,Posterior change at 1 month,,-0.012,0.058,,
NCT00211237,Index Spinal Deformity Change Measured by Index Vertebral Body Height Ratio,ratio,MEAN,Standard Deviation,Balloon Kyphoplasty,Anterior VBHR at baseline,,0.744,0.228,,
NCT00211237,Index Spinal Deformity Change Measured by Index Vertebral Body Height Ratio,ratio,MEAN,Standard Deviation,Non Surgical Management,Anterior VBHR at baseline,,0.767,0.254,,
NCT00211237,Index Spinal Deformity Change Measured by Index Vertebral Body Height Ratio,ratio,MEAN,Standard Deviation,Crossover,Anterior VBHR at baseline,,0.741,0.224,,
NCT00211237,Index Spinal Deformity Change Measured by Index Vertebral Body Height Ratio,ratio,MEAN,Standard Deviation,Balloon Kyphoplasty,Anterior VBHR change at post-op,,0.060,0.117,,
NCT00211237,Index Spinal Deformity Change Measured by Index Vertebral Body Height Ratio,ratio,MEAN,Standard Deviation,Non Surgical Management,Anterior VBHR change at post-op,,NA,NA,,
NCT00211237,Index Spinal Deformity Change Measured by Index Vertebral Body Height Ratio,ratio,MEAN,Standard Deviation,Crossover,Anterior VBHR change at post-op,,0.024,0.084,,
NCT00211237,Index Spinal Deformity Change Measured by Index Vertebral Body Height Ratio,ratio,MEAN,Standard Deviation,Balloon Kyphoplasty,Anterior VBHR change at 1 month,,0.016,0.123,,
NCT00211237,Index Spinal Deformity Change Measured by Index Vertebral Body Height Ratio,ratio,MEAN,Standard Deviation,Non Surgical Management,Anterior VBHR change at 1 month,,-0.036,0.054,,
NCT00211237,Index Spinal Deformity Change Measured by Index Vertebral Body Height Ratio,ratio,MEAN,Standard Deviation,Crossover,Anterior VBHR change at 1 month,,0.006,0.065,,
NCT00211237,Index Spinal Deformity Change Measured by Index Vertebral Body Height Ratio,ratio,MEAN,Standard Deviation,Balloon Kyphoplasty,Anterior VBHR change at 12 months,,0.022,0.129,,
NCT00211237,Index Spinal Deformity Change Measured by Index Vertebral Body Height Ratio,ratio,MEAN,Standard Deviation,Non Surgical Management,Anterior VBHR change at 12 months,,-0.022,0.072,,
NCT00211237,Index Spinal Deformity Change Measured by Index Vertebral Body Height Ratio,ratio,MEAN,Standard Deviation,Crossover,Anterior VBHR change at 12 months,,0.039,0.145,,
NCT00211237,Index Spinal Deformity Change Measured by Index Vertebral Body Height Ratio,ratio,MEAN,Standard Deviation,Balloon Kyphoplasty,Medial VBHR at baseline,,0.782,0.193,,
NCT00211237,Index Spinal Deformity Change Measured by Index Vertebral Body Height Ratio,ratio,MEAN,Standard Deviation,Non Surgical Management,Medial VBHR at baseline,,0.741,0.239,,
NCT00211237,Index Spinal Deformity Change Measured by Index Vertebral Body Height Ratio,ratio,MEAN,Standard Deviation,Crossover,Medial VBHR at baseline,,0.800,0.176,,
NCT00211237,Index Spinal Deformity Change Measured by Index Vertebral Body Height Ratio,ratio,MEAN,Standard Deviation,Balloon Kyphoplasty,Medial VBHR change at post-op,,0.044,0.099,,
NCT00211237,Index Spinal Deformity Change Measured by Index Vertebral Body Height Ratio,ratio,MEAN,Standard Deviation,Non Surgical Management,Medial VBHR change at post-op,,NA,NA,,
NCT00211237,Index Spinal Deformity Change Measured by Index Vertebral Body Height Ratio,ratio,MEAN,Standard Deviation,Crossover,Medial VBHR change at post-op,,0.019,0.075,,
NCT00211237,Index Spinal Deformity Change Measured by Index Vertebral Body Height Ratio,ratio,MEAN,Standard Deviation,Balloon Kyphoplasty,Medial VBHR change at 1 month,,0.028,0.103,,
NCT00211237,Index Spinal Deformity Change Measured by Index Vertebral Body Height Ratio,ratio,MEAN,Standard Deviation,Non Surgical Management,Medial VBHR change at 1 month,,-0.031,0.074,,
NCT00211237,Index Spinal Deformity Change Measured by Index Vertebral Body Height Ratio,ratio,MEAN,Standard Deviation,Crossover,Medial VBHR change at 1 month,,0.012,0.071,,
NCT00211237,Index Spinal Deformity Change Measured by Index Vertebral Body Height Ratio,ratio,MEAN,Standard Deviation,Balloon Kyphoplasty,Medial VBHR change at 12 months,,0.018,0.110,,
NCT00211237,Index Spinal Deformity Change Measured by Index Vertebral Body Height Ratio,ratio,MEAN,Standard Deviation,Non Surgical Management,Medial VBHR change at 12 months,,0.021,0.117,,
NCT00211237,Index Spinal Deformity Change Measured by Index Vertebral Body Height Ratio,ratio,MEAN,Standard Deviation,Crossover,Medial VBHR change at 12 months,,0.049,0.087,,
NCT00211237,Index Spinal Deformity Change Measured by Index Vertebral Body Height Ratio,ratio,MEAN,Standard Deviation,Balloon Kyphoplasty,Posterior VBHR at baseline,,0.928,0.101,,
NCT00211237,Index Spinal Deformity Change Measured by Index Vertebral Body Height Ratio,ratio,MEAN,Standard Deviation,Non Surgical Management,Posterior VBHR at baseline,,0.899,0.166,,
NCT00211237,Index Spinal Deformity Change Measured by Index Vertebral Body Height Ratio,ratio,MEAN,Standard Deviation,Crossover,Posterior VBHR at baseline,,0.951,0.110,,
NCT00211237,Index Spinal Deformity Change Measured by Index Vertebral Body Height Ratio,ratio,MEAN,Standard Deviation,Balloon Kyphoplasty,Posterior VBHR change at post-op,,0.007,0.064,,
NCT00211237,Index Spinal Deformity Change Measured by Index Vertebral Body Height Ratio,ratio,MEAN,Standard Deviation,Non Surgical Management,Posterior VBHR change at post-op,,NA,NA,,
NCT00211237,Index Spinal Deformity Change Measured by Index Vertebral Body Height Ratio,ratio,MEAN,Standard Deviation,Crossover,Posterior VBHR change at post-op,,-0.006,0.059,,
NCT00211237,Index Spinal Deformity Change Measured by Index Vertebral Body Height Ratio,ratio,MEAN,Standard Deviation,Balloon Kyphoplasty,Posterior VBHR change at 1 month,,0.007,0.081,,
NCT00211237,Index Spinal Deformity Change Measured by Index Vertebral Body Height Ratio,ratio,MEAN,Standard Deviation,Non Surgical Management,Posterior VBHR change at 1 month,,-0.022,0.045,,
NCT00211237,Index Spinal Deformity Change Measured by Index Vertebral Body Height Ratio,ratio,MEAN,Standard Deviation,Crossover,Posterior VBHR change at 1 month,,0.016,0.069,,
NCT00211237,Index Spinal Deformity Change Measured by Index Vertebral Body Height Ratio,ratio,MEAN,Standard Deviation,Balloon Kyphoplasty,Posterior VBHR change at 12 months,,-0.001,0.077,,
NCT00211237,Index Spinal Deformity Change Measured by Index Vertebral Body Height Ratio,ratio,MEAN,Standard Deviation,Non Surgical Management,Posterior VBHR change at 12 months,,-0.026,0.049,,
NCT00211237,Index Spinal Deformity Change Measured by Index Vertebral Body Height Ratio,ratio,MEAN,Standard Deviation,Crossover,Posterior VBHR change at 12 months,,0.006,0.053,,
NCT00212758,Change in Height at 56 Weeks,cm,MEAN,Standard Deviation,All Participants,,,10.3,1.1,,
NCT00234533,Change From Baseline at Week 24 in the Auxological Parameter Height,cm,MEAN,Standard Deviation,NutropinAq 10 mg/2 ml (30 IU),,,4.73,1.69,,
NCT00234533,Change From Baseline at Week 24 in the Auxological Parameter Calculated Height SDS,SD Score,MEAN,Standard Deviation,NutropinAq 10 mg/2 ml (30 IU),,,0.45,0.37,,
NCT00234533,Change From Baseline at Week 24 in the Auxological Parameter Annualised Growth Velocity,cm/year,MEAN,Standard Deviation,NutropinAq 10 mg/2 ml (30 IU),,,5.20,4.72,,
NCT00234533,Change From Baseline at Week 24 in the Auxological Parameter Annualised Growth Velocity SDS,SD Score,MEAN,Standard Deviation,NutropinAq 10 mg/2 ml (30 IU),,,5.10,4.80,,
NCT00241969,Change in Height for Age Z-Score (HAZ) From Baseline to Follow Up,Z-score,MEAN,Standard Deviation,Behavioral and Nutrition Treatment,,,0.09,0.26,,
NCT00241969,Change in Height for Age Z-Score (HAZ) From Baseline to Follow Up,Z-score,MEAN,Standard Deviation,Education and Attention Control Treatment,,,-0.02,0.32,,
NCT00249821,Height Velocity,centimeter (cm)/year,MEAN,Standard Deviation,Saizen® 0.057 mg/kg/Day,,,6.40,1.35,,
NCT00249821,Height Velocity,centimeter (cm)/year,MEAN,Standard Deviation,Saizen® 0.035 mg/kg/Day,,,4.40,1.15,,
NCT00249821,Change From Baseline in Height-Standard Deviation Score (H-SDS) at Month 6 and Month 12,standard deviation score,MEAN,Standard Deviation,Saizen® 0.057 mg/kg/Day,Baseline (randomization),,-1.30,0.42,,
NCT00249821,Change From Baseline in Height-Standard Deviation Score (H-SDS) at Month 6 and Month 12,standard deviation score,MEAN,Standard Deviation,Saizen® 0.035 mg/kg/Day,Baseline (randomization),,-1.50,0.37,,
NCT00249821,Change From Baseline in Height-Standard Deviation Score (H-SDS) at Month 6 and Month 12,standard deviation score,MEAN,Standard Deviation,Saizen® 0.057 mg/kg/Day,Change at Month 6,,0.30,0.22,,
NCT00249821,Change From Baseline in Height-Standard Deviation Score (H-SDS) at Month 6 and Month 12,standard deviation score,MEAN,Standard Deviation,Saizen® 0.035 mg/kg/Day,Change at Month 6,,0.10,0.10,,
NCT00249821,Change From Baseline in Height-Standard Deviation Score (H-SDS) at Month 6 and Month 12,standard deviation score,MEAN,Standard Deviation,Saizen® 0.057 mg/kg/Day,Change at Month 12,,0.30,0.30,,
NCT00249821,Change From Baseline in Height-Standard Deviation Score (H-SDS) at Month 6 and Month 12,standard deviation score,MEAN,Standard Deviation,Saizen® 0.035 mg/kg/Day,Change at Month 12,,-0.10,0.24,,
NCT00249821,Height Velocity-Standard Deviation Score (HV-SDS),standard deviation score,MEAN,Standard Deviation,Saizen® 0.057 mg/kg/Day,"Month 6 (n= 10,11)",,0.60,0.44,,
NCT00249821,Height Velocity-Standard Deviation Score (HV-SDS),standard deviation score,MEAN,Standard Deviation,Saizen® 0.035 mg/kg/Day,"Month 6 (n= 10,11)",,0.10,0.22,,
NCT00249821,Height Velocity-Standard Deviation Score (HV-SDS),standard deviation score,MEAN,Standard Deviation,Saizen® 0.057 mg/kg/Day,"Month 12 (n=10,12)",,0.30,0.29,,
NCT00249821,Height Velocity-Standard Deviation Score (HV-SDS),standard deviation score,MEAN,Standard Deviation,Saizen® 0.035 mg/kg/Day,"Month 12 (n=10,12)",,-0.10,0.24,,
NCT00249821,Change From Baseline in Height at Month 6,cm,MEAN,Standard Deviation,Saizen® 0.057 mg/kg/Day,Baseline (randomization),,121.10,7.99,,
NCT00249821,Change From Baseline in Height at Month 6,cm,MEAN,Standard Deviation,Saizen® 0.035 mg/kg/Day,Baseline (randomization),,119.20,5.29,,
