transcript	symbol	MT_baseMean	RU_baseMean	MT_log2FoldChange	RU_log2FoldChange	MT_lfcSE	RU_lfcSE	MT_stat	RU_stat	MT_pvalue	RU_pvalue	MT_padj	RU_padj	interaction_MT_minus_RU
ENSMUST00000000466	Plin2	880.1793951	1173.74132598074	0.533178903	-0.808318561495459	0.171125928	0.125096684287324	3.115710807	-6.46155064860794	0.001835021	1.03635456123862e-10	0.003170425	3.82294460345042e-10	1.341497464495459
ENSMUST00000000500	Pdgfb	67.25969288	88.7074271466039	0.599241675	0.0766881318738146	0.305221409	0.247932619629213	1.963301583	0.309310376297007	0.049611142	0.757085438588656	0.069324521	0.791522986744967	0.5225535431261854
ENSMUST00000000505	Mcm7	2647.564882	2115.31825079726	1.158782247	0.936591498581887	0.087374558	0.0981338135536144	13.26223869	9.54402427324594	3.83e-40	1.37394823547129e-21	5.37e-39	1.06096920440586e-20	0.22219074841811304
ENSMUST00000000543	Grasp	309.7291869	221.06598771595	1.539539492	0.522034871825451	0.1823239	0.159055421444063	8.443980684	3.28209417249597	3.07e-17	0.0010303918673763	1.48e-16	0.00189880016743316	1.017504620174549
ENSMUST00000000544	Acvr1b	249.6511281	243.317534358499	-1.281334255	-0.871842763058282	0.18287778	0.159148921002922	-7.006505957	-5.47815692097763	2.44e-12	4.29778914093017e-08	8.84e-12	1.27946178959656e-07	-0.40949149194171797
ENSMUST00000000573	Ovgp1	7.826252303	5.51933711345091	-2.296424985	-1.35610386137313	0.799611606	0.900346216950574	-2.871925528	-1.5062026538704	0.004079791	0.132015158388897	0.006736122	0.168600308266908	-0.9403211236268698
ENSMUST00000000574	Adora3	3.551495297	1.55667930244829	0.862674376	0.22229155574366	1.005146353	1.04821644451922	0.85825748	0.212066464808819	0.390750303	0.83205518187073	0.4476548	0.857747091243113	0.64038282025634
ENSMUST00000000579	Sox9	3186.784873	3003.15936801772	-1.959016122	-1.94373464111296	0.361286467	0.175671345260392	-5.422334628	-11.0646083926313	5.88e-08	1.86274730524039e-28	1.56e-07	1.98779032769858e-27	-0.015281480887040066
ENSMUST00000000594	C1d	516.6390021	443.560726236669	-2.553258305	-2.65680172752622	0.144916325	0.160699362876024	-17.61884523	-16.5327458676726	1.77e-69	2.13205789366145e-61	5.36e-68	6.66997000450796e-60	0.10354342252621995
ENSMUST00000000608	Gm2a	597.3700662	522.710890337889	1.593741695	1.04778773433807	0.142966508	0.124207470266536	11.14765771	8.43578676942398	7.35e-29	3.28982110706172e-17	6.43e-28	1.94689857835451e-16	0.5459539606619301
ENSMUST00000000632	Zfp354c	320.1217824	283.190178075467	-1.79796451	-1.64152869381349	0.180019882	0.19462314014523	-9.987588547	-8.43439630348457	1.73e-23	3.32916792730082e-17	1.16e-22	1.96938778277217e-16	-0.1564358161865098
ENSMUST00000000641	Sema4f	188.8288527	171.398148024522	4.19974593	2.4942352111432	0.252067802	0.231882448754846	16.6611757	10.7564639951693	2.51e-62	5.52496414679992e-27	6.7e-61	5.53290014181243e-26	1.7055107188567997
ENSMUST00000000642	Hk2	1601.197875	1271.37919775989	-0.177118434	-0.475552325672669	0.153430286	0.164476058451959	-1.154390301	-2.89131640281599	0.24834019	0.00383631672443309	0.29845887	0.00651670880176643	0.298433891672669
ENSMUST00000000687	Haao	10.60613455	10.159344373188	1.170166168	0.237755039836311	0.652271015	0.6395603466486	1.793987685	0.37174762488354	0.072815134	0.710080762542983	0.098446062	0.750057032880374	0.932411128163689
ENSMUST00000000696	Cd52	15.93445615	7.40066030524967	-1.95135166	-1.0477115275235	0.659537053	0.802205357803938	-2.958668735	-1.30603905512629	0.00308971	0.1915392765074	0.005184662	0.235796396817022	-0.9036401324765
ENSMUST00000000707	Loxl3	10027.27943	13227.1531782271	-0.970832308	-0.283285036852009	0.119017569	0.11540071100309	-8.157050427	-2.4547945536005	3.43e-16	0.0140965125525792	1.57e-15	0.0219537326116703	-0.687547271147991
ENSMUST00000000717	Tcl1b5	0.0	0.0											
ENSMUST00000000724	Kat2b	496.6266887	601.643685922963	1.028703686	1.07656616576995	0.121418769	0.133142461187365	8.472361381	8.08582142893504	2.4e-17	6.17466013884907e-16	1.17e-16	3.36571850680898e-15	-0.04786247976994984
ENSMUST00000000727	Rab5b	371.9876227	389.920231952279	2.453368427	2.41695718062036	0.154652319	0.14257612862726	15.86376745	16.9520466286406	1.13e-56	1.85869296108134e-64	2.59e-55	6.34338546461351e-63	0.036411246379639994
ENSMUST00000000746	Dnmt3l	0.495679942	0.61268210379826	0.347352794	-0.388558931746908	1.056717865	1.06180832902821	0.328709115	-0.365940745729998	0.742375564	0.714409291245398			0.735911725746908
ENSMUST00000000755	Sult5a1	113.1889687	102.270651554246	3.510102655	2.20263189818632	0.281836481	0.276995430969167	12.45439426	7.95187086833755	1.32e-35	1.83715697910871e-15	1.54e-34	9.71741883350096e-15	1.3074707568136796
ENSMUST00000000756	Rpl13	5709.040169	5409.13836141106	4.246690286	3.98375072697645	0.122354835	0.134371205872334	34.70798902	29.6473541419388	5.97e-264	3.6686377881983e-193	1.63e-261	7.8989008613252e-191	0.26293955902354993
ENSMUST00000000767	Rpa1	1835.265007	1370.65879685623	0.408281554	0.297912531569859	0.092797869	0.0983638276509833	4.399686717	3.02867973608061	1.08e-05	0.0024562491895427	2.38e-05	0.00430372718813962	0.11036902243014102
ENSMUST00000000769	Serpinf1	11128.60353	11330.9546087822	1.67498001	0.553350789407129	0.321376295	0.164139345403587	5.211896576	3.37122575971377	1.87e-07	0.000748345044993933	4.79e-07	0.00140450196176851	1.121629220592871
ENSMUST00000000776	Tubgcp3	1030.574273	894.883092854828	-0.257786068	-0.247766289648709	0.102093692	0.122803902117423	-2.524995053	-2.01757668426366	0.011569992	0.0436353671613031	0.017904809	0.0620860457345616	-0.010019778351290975
ENSMUST00000000804	Ddx3x	4557.486195	3828.07431254922	-12.61039431	-12.3447211623848	0.622057953	0.663481527570984	-20.27205706	-18.6059756743779	2.27e-91	2.87411421162443e-77	1.11e-89	1.32744183509127e-75	-0.26567314761519967
ENSMUST00000000808	Il12rb1	5.887892723	8.32245517763666	-1.356895515	-2.41146495046214	0.89633824	0.76014211657991	-1.513820848	-3.17238697588812	0.130071284	0.00151191396929675	0.166340463	0.00272408717997462	1.0545694354621402
ENSMUST00000000809	Slc5a5	0.321477007	1.032125451651	-0.478241001	-0.259205208120264	0.958892934	1.07621324506144	-0.498742856	-0.240849301297594	0.617960549	0.809671917192869			-0.219035792879736
ENSMUST00000000811	Kcnn3	17.66364133	23.6721522523889	0.598421649	0.0517714091624049	0.538199628	0.414429481979713	1.111895323	0.124922119235087	0.26618316	0.900585206923509	0.317309146	0.917186144585914	0.5466502398375952
ENSMUST00000000828	Txnrd3	552.5438656	400.989257140705	-0.36279677	-0.113028151242058	0.124737139	0.146518235592199	-2.908490381	-0.771427193244712	0.003631783	0.440453761919251	0.006037096	0.494568872479466	-0.24976861875794198
ENSMUST00000000834	Fasl	0.357299688	0.0	0.000312311		0.953803427		0.000327438		0.999738742				
ENSMUST00000000889	Il4	0.445714707	1.13658952227248	0.651160745	1.97609211658939	0.95877998	1.07766962026565	0.679155551	1.83367154406958	0.497039308	0.0667027650843838		0.0910917996082888	-1.3249313715893902
ENSMUST00000000895	Necab3	59.91583958	70.9659252393766	-1.9066109	-2.20930697874879	0.322956533	0.30961220335756	-5.903614596	-7.13572318787881	3.56e-09	9.62795960792732e-13	1.04e-08	4.15085266842355e-12	0.3026960787487898
ENSMUST00000000896	Pxmp4	269.8050277	253.363437725748	-1.496068379	-1.39296154075161	0.174746634	0.165347755131062	-8.561357371	-8.42443575751895	1.12e-17	3.62492824405885e-17	5.57e-17	2.14002316214781e-16	-0.10310683824838995
ENSMUST00000000910	Dbh	1.153303993	1.27826097344711	1.335933432	1.76298592889573	1.124730589	1.07158266206297	1.18778083	1.64521692195141	0.234919769	0.0999250850623019	0.2840715	0.131081728375339	-0.4270524968957299
ENSMUST00000000925	Smarcb1	2748.203546	2307.73236087444	-0.585243104	-0.46893999213779	0.094904978	0.111219598052964	-6.166621794	-4.21634316565752	6.98e-10	2.4829582818941e-05	2.14e-09	5.58932844483571e-05	-0.11630311186221004
ENSMUST00000000939	Hip1r	3176.622882	3441.32888358882	-1.375873469	-1.27003321131349	0.128762119	0.147767630499756	-10.68539012	-8.59479986935021	1.19e-26	8.3410037712579e-18	9.45e-26	5.12465951384754e-17	-0.10584025768651006
ENSMUST00000000940	Nsun5	294.0002063	238.473206891726	-0.235801018	-0.0513784190821477	0.150990107	0.157730965364358	-1.561698465	-0.325734512329038	0.118359041	0.744625230026129	0.152933735	0.780964700053213	-0.1844225989178523
ENSMUST00000000958	Top1mt	46.75472773	33.471995466374	-5.456226092	-4.79585695290596	0.89754918	0.912532457552939	-6.079027436	-5.25554670763887	1.21e-09	1.47585390005666e-07	3.64e-09	4.18515920021879e-07	-0.6603691390940396
ENSMUST00000000964	Hoxa1	4.684590207	9.13124704753001	-3.290350166	-2.46547649540805	1.000874504	0.717201268371794	-3.287475254	-3.43763543670974	0.001010901	0.000586817174057644	0.001801391	0.00111506687156106	-0.8248736705919502
ENSMUST00000000985	Oxa1l	1592.642485	1551.89847144809	0.928850105	0.896807426251946	0.100161168	0.11687353092817	9.273555023	7.67331507082747	1.8e-20	1.67607111672263e-14	1.03e-19	8.26240983836228e-14	0.032042678748054
ENSMUST00000001002	Heatr6	644.1148331	602.107604837286	-0.146685702	-0.270997521111189	0.136003863	0.129887491916946	-1.078540696	-2.08640198614715	0.28079253	0.0369422252374391	0.332969802	0.0533140581272888	0.12431181911118902
ENSMUST00000001008	Ccl3	4.368928164	6.01229160197173	-0.437591475	-0.192037301757177	0.880794346	0.782072783149545	-0.496814582	-0.245549143116589	0.619319811	0.806031261855394	0.669646947	0.835003446177374	-0.245554173242823
ENSMUST00000001027	Aox1	64.04536865	111.524663338703	0.262830657	2.46240342004305	0.390172557	0.258985460001562	0.673626711	9.50788287507797	0.500548667	1.94582187077674e-21	0.555858538	1.49155905811739e-20	-2.19957276304305
ENSMUST00000001036	Tyk2	432.9396896	414.982220756715	-0.291313127	-0.238418740572885	0.14651588	0.13024723572848	-1.988269985	-1.83050902569559	0.046781838	0.0671738583857145	0.065614173	0.0917094797300677	-0.052894386427115
ENSMUST00000001040	Icam4	6.400356315	3.79631792922141	-2.11773962	-3.28835934475584	0.855541738	1.04110777343439	-2.475320051	-3.15851963520379	0.013311683	0.00158572626815458	0.020411061	0.00285090768533386	1.17061972475584
ENSMUST00000001042	Ilf2	2688.97256	2127.74165389478	0.334179162	0.318914468343177	0.089348075	0.0906796124750859	3.740194321	3.51693682447969	0.000183878	0.000436557673441145	0.000357661	0.000843113164074899	0.01526469365682298
ENSMUST00000001046	S100a4	908.0884971	1046.78584214015	1.613223127	0.32810280589188	0.476760178	0.143442103958515	3.383720373	2.28735355127509	0.000715108	0.0221751951147969	0.001296773	0.0333916519259222	1.28512032110812
ENSMUST00000001047	S100a3	9.218802016	8.58176096130373	-3.524150468	-2.81627749073877	0.830745462	0.810785806298867	-4.24215434	-3.47351602465109	2.21e-05	0.000513686687882698	4.73e-05	0.00098337954985494	-0.7078729772612302
ENSMUST00000001055	Icam2	94.52076322	117.050072729285	-0.016601867	0.115606128470323	0.30309716	0.237318351350084	-0.054774078	0.487135224952683	0.956318452	0.626162505246489	0.963791226	0.673002880583897	-0.132207995470323
ENSMUST00000001059	Ern1	343.5876507	359.655270880344	-0.85613288	-1.12016036225743	0.143165281	0.144359308670468	-5.980031418	-7.75952983270684	2.23e-09	8.52448128144373e-15	6.59e-09	4.29923976719317e-14	0.2640274822574301
ENSMUST00000001079	Sec24b	1722.043776	1599.34634135283	0.302899453	0.291980639438124	0.092864263	0.0971361806856157	3.26174401	3.00588964253318	0.001107291	0.00264805084536551	0.001963635	0.0046127438937533	0.010918813561875962
ENSMUST00000001080	N4bp3	89.25187051	92.5128754934529	-0.623132647	-0.838998062881438	0.267346917	0.283411126632884	-2.330801697	-2.96035682455132	0.019763819	0.00307282912656147	0.029504257	0.00529971624949775	0.21586541588143793
ENSMUST00000001081	Rmnd5b	1025.368306	935.838327130231	1.68125444	1.81223264495721	0.105476759	0.118409348028296	15.93957249	15.3048106009683	3.37e-57	7.10083987959933e-53	7.89e-56	1.79867468299678e-51	-0.1309782049572099
ENSMUST00000001092	Zfp276	231.0544867	215.886963138481	-1.188715235	-1.14233686403807	0.205806735	0.188678305933121	-5.775881122	-6.05441552163913	7.66e-09	1.40928407639526e-09	2.17e-08	4.72699385166164e-09	-0.04637837096193009
ENSMUST00000001109	Mfsd10	741.020839	706.271487924433	-1.577441855	-1.57771005130852	0.123667134	0.143023532694078	-12.7555463	-11.0311220929159	2.9e-37	2.70469146904597e-28	3.62e-36	2.87786248534172e-27	0.00026819630852004117
ENSMUST00000001112	Grk4	17.46846171	16.4004004734824	-3.180653302	-2.18716814773326	0.638175096	0.580126482616293	-4.983982174	-3.77015739372804	6.23e-07	0.000163144625784347	1.53e-06	0.000332119085943914	-0.99348515426674
ENSMUST00000001115	Grk6	996.2363201	875.128986109525	-0.781850069	-0.900126163560939	0.10312226	0.140663405393771	-7.581777853	-6.39914952322629	3.41e-14	1.5624478023113e-10	1.39e-13	5.69474689410998e-10	0.11827609456093902
ENSMUST00000001122	Slc13a2	6.218095586	5.15649864733364	4.235605843	3.56192408902957	0.994604809	0.94050218914029	4.258581706	3.78725762699767	2.06e-05	0.000152319146083702	4.4e-05	0.000311380147697777	0.6736817539704303
ENSMUST00000001125	Kctd10	1218.716216	1104.09179603944	-0.938252827	-0.443825572459667	0.112336984	0.106457212704803	-8.352127646	-4.16905121957644	6.7e-17	3.05870252446927e-05	3.19e-16	6.82243504886571e-05	-0.49442725454033304
ENSMUST00000001126	Slc46a1	219.859746	175.81246118853	-0.809404878	-0.127300155729195	0.169859112	0.172315031787761	-4.765154303	-0.738764078841301	1.89e-06	0.460050267649662	4.44e-06	0.514010681368948	-0.682104722270805
ENSMUST00000001127	Poldip2	1903.181081	1710.07050844315	-0.482419186	-0.40624772127622	0.100212694	0.0939355401920861	-4.813952874	-4.32474993432194	1.48e-06	1.52704985099842e-05	3.51e-06	3.51810178890131e-05	-0.07617146472378
ENSMUST00000001130	Sebox	0.0	0.350940111032374		-0.35295742131273		0.914595288086584		-0.385916509641274		0.699558503086177			
ENSMUST00000001147	Col6a1	47577.58387	55127.309056855	-0.174230342	-0.687046597187962	0.105257813	0.110686675324044	-1.655272308	-6.20713012814396	0.097869274	5.39609159468132e-10	0.128836237	1.87613813910542e-09	0.512816255187962
ENSMUST00000001148	Pcbp3	133.0411972	125.390627012689	-3.847652786	-4.2836471719576	0.270711607	0.319287452219103	-14.21310609	-13.4162715828183	7.6e-46	4.85532995309851e-41	1.29e-44	8.5543785611691e-40	0.43599438595760054
ENSMUST00000001155	Araf	1990.467564	1692.78149474395	-1.19927282	-0.682284090829175	0.130153625	0.11176026082915	-9.214286715	-6.10488992927636	3.13e-20	1.02871550955849e-09	1.76e-19	3.4961522227126e-09	-0.5169887291708251
ENSMUST00000001156	Cfp	85.04944527	81.34885337463609	-1.259720392	-0.245940769439776	0.331816424	0.292866032276868	-3.796437735	-0.839772258761882	0.00014679	0.401036090427612	0.000288923	0.455019327336536	-1.013779622560224
ENSMUST00000001166	Cnnm3	346.8977057	398.346341709863	2.158434083	1.90691438242034	0.155981949	0.140265739411036	13.83771706	13.59501179994	1.51e-43	4.2869153759081e-42	2.38e-42	7.91484590399375e-41	0.2515197005796599
ENSMUST00000001172	Ankrd39	150.9291123	125.060716464496	0.461308361	0.445303763481577	0.214191729	0.228217374740187	2.153716961	1.9512263866348	0.031262375	0.0510301214207161	0.045134594	0.0714958859062875	0.01600459751842298
