symbol	human_pure_cpm	human_purity_ratio	mt_baseMean	mt_lfc	ru_lfc	interaction_n3	interaction_n2	cartilage_enriched
Tsc22d2	49.59	0.112	347.3	0.936	0.659	0.277	0.566	0
Fam210b	31.69	2.554	141.8	3.89	3.612	0.277	0.748	1
Adar	39.05	0.561	329.5	-0.919	-1.196	0.277	0.431	0
Hmgb2	159.07	2.855	1467.9	2.406	2.13	0.277	0.005	1
Pfdn6	22.84	3.41	758.1	0.382	0.106	0.276	0.288	1
Ubtf	32.59	0.944	3558.2	-0.316	-0.591	0.275	0.342	0
Slc9a3r1	24.54	1.157	74.9	-1.302	-1.577	0.274	1.304	0
Rbm7	41.49	2.552	496.0	-2.502	-2.776	0.274	0.22	1
Slc38a10	63.38	1.208	8044.2	-0.643	-0.916	0.274	0.099	0
Kif1b	27.2	0.115	1278.3	0.438	0.164	0.274	0.025	0
Map4	102.59	0.242	6640.3	0.959	0.685	0.274	0.278	0
Acvr1	26.64	0.214	1188.0	0.968	0.695	0.273	0.265	0
Katnbl1	25.23	0.272	119.1	-2.044	-2.317	0.272	0.384	0
Polr2a	89.69	0.605	4130.0	-0.284	-0.556	0.272	0.204	0
Ctnnal1	37.16	0.411	1095.5	-1.082	-1.353	0.271	0.683	0
Cenpb	33.18	2.345	2694.0	-1.246	-1.517	0.271	0.286	1
Rbms3	42.29	0.175	102.2	0.696	0.425	0.271	1.351	0
Ubald2	42.53	1.103	105.9	4.151	3.88	0.27	0.101	0
Ipo9	25.26	0.317	2318.9	-0.801	-1.071	0.27	0.369	0
Dhx9	56.77	0.458	14672.0	1.675	1.405	0.27	0.135	0
Abhd5	22.61	0.319	347.0	-1.881	-2.15	0.269	0.133	0
Abl2	43.96	0.199	306.5	-0.944	-1.213	0.269	0.091	0
Dpp7	100.52	2.833	930.7	1.647	1.38	0.267	0.067	1
Ccdc34	21.61	2.524	428.3	-1.84	-2.106	0.266	0.526	1
Hsp90ab1	935.34	1.878	30533.1	-0.468	-0.734	0.266	0.169	0
Add1	69.12	0.491	3930.9	0.812	0.547	0.266	0.299	0
Wipi2	31.98	0.577	959.4	0.644	0.379	0.265	0.114	0
Dll1	21.77	3.186	52.0	-2.249	-2.514	0.264	0.162	1
Smarca5	83.63	0.835	2112.3	2.014	1.751	0.264	0.145	0
Gsk3b	43.66	0.165	1171.9	-0.588	-0.852	0.263	0.309	0
Psmd8	102.73	2.442	4962.4	1.463	1.2	0.263	0.272	1
Usp22	98.32	0.976	2088.9	0.843	0.58	0.263	0.043	0
Rpl13	2870.17	2.985	5709.0	4.247	3.984	0.263	0.255	1
Fnbp1	27.66	0.05	324.8	1.053	0.791	0.262	0.539	0
Dpm2	27.54	2.028	109.6	-1.177	-1.439	0.262	0.042	1
Rsrp1	159.21	0.718	957.2	-0.48	-0.742	0.262	0.136	0
Trappc3	34.31	2.134	993.0	-0.691	-0.953	0.262	0.185	1
Lnpep	75.85	0.772	1145.1	-1.583	-1.844	0.261	0.205	0
Clip1	52.45	0.328	1498.5	-0.67	-0.932	0.261	0.458	0
Plekhb2	28.9	0.579	365.1	3.033	2.772	0.261	0.162	0
Mrpl19	24.23	1.441	304.2	-0.519	-0.779	0.26	0.344	0
Panx3	148.51	7.624	15316.3	-0.53	-0.79	0.259	0.402	1
Kif22	23.01	1.359	1804.6	1.287	1.028	0.258	0.27	0
Ier5	147.5	2.024	180.9	-1.277	-1.535	0.258	0.975	1
Tmem9	45.98	4.159	563.0	0.326	0.068	0.258	0.022	1
Myo5a	22.85	0.13	2840.9	-0.938	-1.195	0.257	0.311	0
Itgb3bp	27.35	0.582	171.3	1.615	1.359	0.255	0.412	0
Tagln2	157.61	2.098	6426.5	1.799	1.546	0.253	0.491	1
Ltbp1	89.67	0.308	5481.5	1.867	1.615	0.252	0.9	0
Rpl18a	1609.63	3.895	9994.2	2.582	2.33	0.252	0.191	1
Lgr4	20.51	0.721	3344.2	0.5	0.248	0.251	0.064	0
Phldb1	71.25	0.671	5511.2	-0.475	-0.726	0.251	0.118	0
Cdk4	29.77	4.995	7045.7	-0.35	-0.601	0.251	0.225	1
Rpl39	1704.3	3.846	772.0	3.735	3.485	0.25	0.319	1
Mbd4	32.24	1.288	218.6	0.801	0.552	0.249	0.107	0
Dpy19l3	35.66	0.764	416.9	1.543	1.294	0.249	0.235	0
Nutf2	22.64	1.564	129.3	5.719	5.47	0.249	1.038	0
Phpt1	145.75	5.028	879.6	-1.346	-1.595	0.249	0.087	1
Efhd1	66.56	1.926	248.1	5.457	5.209	0.248	1.164	0
Arpc4	68.65	1.401	2103.8	0.282	0.035	0.247	0.156	0
Grina	55.34	1.888	888.0	1.83	1.585	0.246	0.779	0
Cnot9	25.94	0.719	629.3	-1.132	-1.378	0.246	0.103	0
Nsun6	20.57	0.306	275.3	2.437	2.192	0.245	0.271	0
Rps15a	1182.47	5.275	4396.7	0.516	0.271	0.245	0.216	1
Bin1	28.07	1.14	1781.8	1.176	0.932	0.244	0.256	0
Bet1l	29.03	1.811	82.0	-0.982	-1.226	0.244	0.086	0
Snap29	23.59	0.926	322.5	1.112	0.869	0.243	0.125	0
Smarca4	32.6	0.396	4868.3	-0.292	-0.536	0.243	0.08	0
Sars	52.62	1.032	2564.1	-0.506	-0.748	0.243	0.249	0
Bet1	25.02	0.892	433.2	-1.178	-1.42	0.242	0.023	0
Dnm1l	33.11	0.376	1049.5	-0.492	-0.733	0.242	0.087	0
Cyb5d2	27.17	1.785	361.3	2.891	2.65	0.241	0.138	0
Lrrc75a	23.31	1.365	84.8	1.071	0.829	0.241	0.278	0
Rplp1	5692.86	3.645	17402.0	-0.631	-0.872	0.241	0.217	1
Pik3ca	35.84	0.337	1655.4	-0.668	-0.908	0.241	0.054	0
Idh1	46.65	2.325	2325.8	-1.207	-1.447	0.24	0.166	1
Atxn10	61.28	0.369	3481.2	-1.409	-1.648	0.239	0.32	0
Nek6	27.26	0.49	598.9	0.47	0.232	0.237	0.239	0
Rps26	903.9	3.563	8312.8	1.359	1.124	0.236	0.242	1
Tmx3	29.87	0.683	862.0	1.175	0.939	0.235	0.165	0
Fndc3a	57.52	0.156	2143.7	0.713	0.478	0.235	0.101	0
Wsb1	338.74	1.536	1428.2	0.665	0.43	0.235	0.194	0
Bmi1	34.02	1.689	495.3	0.737	0.502	0.235	0.092	0
Larp7	65.97	1.325	634.4	-0.972	-1.206	0.234	0.053	0
Naglu	25.7	2.288	818.9	-0.901	-1.135	0.234	0.139	1
Cdc42	140.02	0.813	2533.8	-1.075	-1.309	0.234	0.175	0
Arhgdib	23.32	0.666	388.1	1.296	1.063	0.233	1.199	0
Tmem160	31.82	1.569	239.7	-0.969	-1.202	0.233	0.414	0
Gpx8	62.23	4.044	2605.5	-1.084	-1.316	0.232	0.115	1
Pabpc1	664.2	0.973	13888.9	0.333	0.101	0.232	0.149	0
Sbf2	34.66	0.092	1812.7	0.559	0.328	0.232	0.028	0
Nmral1	26.65	1.924	602.4	1.273	1.043	0.231	0.23	0
Msl1	49.54	1.432	1244.5	-0.375	-0.606	0.231	0.034	0
Rplp2	1571.07	2.766	6406.4	0.92	0.689	0.23	0.048	1
Bmp8a	31.75	1.311	93.1	-0.844	-1.073	0.229	0.383	0
Rps5	670.35	4.583	22987.4	-0.451	-0.678	0.228	0.208	1
Acadm	34.43	0.915	993.1	0.953	0.725	0.228	0.107	0
Iws1	31.41	0.327	1287.0	0.558	0.333	0.225	0.13	0
Rnf168	22.14	0.234	483.0	-0.943	-1.167	0.225	0.073	0
Rpl23	1053.88	5.628	6231.5	1.955	1.73	0.224	0.115	1
Il6st	139.56	0.712	2684.2	0.285	0.061	0.224	0.321	0
Aftph	28.9	0.289	933.6	0.783	0.559	0.223	0.195	0
Mrps26	28.41	4.467	369.0	-0.582	-0.805	0.223	0.077	1
Sap30bp	30.18	0.448	641.9	-0.781	-1.003	0.223	0.005	0
Mcm7	33.59	1.234	2647.6	1.159	0.937	0.222	0.197	0
Cd44	88.41	0.12	1122.2	1.804	1.582	0.222	0.764	0
Pkp4	45.53	0.222	2018.8	1.655	1.433	0.222	0.102	0
Emd	46.11	2.771	1528.5	0.833	0.612	0.221	0.081	1
Rnf213	34.69	0.176	644.5	1.672	1.452	0.22	0.425	0
Itga5	66.85	0.613	5221.8	0.732	0.512	0.22	0.527	0
Pam16	29.94	1.019	318.8	4.52	4.3	0.22	0.223	0
Paics	53.54	2.13	5211.9	-0.597	-0.817	0.219	0.011	1
Gulp1	20.47	0.453	436.6	1.984	1.766	0.218	0.564	0
Cks2	30.19	1.281	350.7	3.656	3.44	0.216	0.36	0
Kif9	27.73	1.957	52.0	1.335	1.12	0.215	0.617	0
Lage3	34.21	4.013	406.2	-0.674	-0.888	0.214	0.109	1
Zfand5	298.78	1.883	1572.4	1.159	0.945	0.214	0.056	0
Vcp	118.64	1.005	7152.7	3.975	3.762	0.214	0.196	0
Rpl9	1453.67	4.074	4494.0	8.49	8.279	0.212	0.455	1
Psmd1	43.42	0.353	3398.3	-1.61	-1.821	0.211	0.182	0
Nbn	24.33	0.518	878.8	0.806	0.595	0.211	0.329	0
Ctr9	31.61	0.637	2823.0	0.851	0.643	0.209	0.034	0
Rps3	1511.79	5.065	19322.8	-1.367	-1.575	0.208	0.144	1
Tmem131	82.35	0.299	3302.9	0.264	0.056	0.208	0.328	0
Csnk1g2	27.74	0.523	2354.0	-0.27	-0.477	0.207	0.044	0
Eif3e	223.38	1.957	3902.0	0.97	0.763	0.207	0.286	0
Rad50	57.15	1.02	1245.2	1.822	1.615	0.207	0.14	0
Raly	39.82	0.187	2790.0	-1.244	-1.451	0.207	0.372	0
Rpl6	1328.74	5.676	9885.5	3.967	3.761	0.205	0.07	1
Rps8	1102.04	3.271	7586.4	2.773	2.568	0.204	0.151	1
Spint2	247.72	11.22	1656.3	4.942	4.738	0.204	0.413	1
Rab34	54.04	4.024	1983.9	0.438	0.234	0.204	0.122	1
Rpl35	1145.02	3.202	7406.2	4.081	3.878	0.202	0.052	1
Kif2a	26.45	0.21	1121.1	1.071	0.869	0.202	0.076	0
Kdm1a	39.08	0.763	3930.3	0.657	0.455	0.202	0.047	0
Gcc2	128.91	0.932	924.9	0.559	0.358	0.201	0.085	0
Plrg1	28.27	1.617	1705.7	0.354	0.153	0.201	0.093	0
Mrpl24	24.15	3.033	896.9	0.478	0.277	0.201	0.312	1
Slbp	37.01	0.702	663.7	-2.64	-2.841	0.2	0.548	0
Gxylt1	24.01	0.655	308.7	2.195	1.995	0.2	0.443	0
Mms22l	20.78	0.624	673.9	0.717	0.518	0.2	0.672	0
Washc4	55.55	0.603	1130.3	0.528	0.329	0.199	0.065	0
Mgmt	54.78	0.443	65.0	-0.977	-1.177	0.199	1.105	0
Clu	220.32	3.711	3012.8	2.103	1.904	0.199	0.183	1
Nudt16l1	23.62	3.427	513.8	-1.187	-1.385	0.198	0.007	1
Acly	190.99	1.363	7679.8	-1.485	-1.683	0.198	0.151	0
Arhgef7	23.86	0.158	1000.6	0.701	0.504	0.197	0.199	0
Hnrnpul2	56.91	1.186	5478.3	-0.517	-0.714	0.197	0.037	0
Nme3	44.79	3.094	242.5	1.464	1.268	0.196	0.014	1
Tsr1	21.0	1.308	1685.2	-0.689	-0.885	0.196	0.085	0
Dync1li2	71.58	0.946	965.2	0.436	0.241	0.195	0.197	0
Sun1	78.59	1.087	2142.4	-0.26	-0.455	0.195	0.286	0
Kdm5c	27.15	0.784	3654.4	0.473	0.278	0.195	0.173	0
Thnsl2	20.43	2.538	275.7	-2.363	-2.558	0.195	0.004	1
Tpd52l2	47.57	1.489	978.9	-1.02	-1.215	0.195	0.185	0
Fibp	40.44	3.778	868.9	0.616	0.422	0.194	0.178	1
Mvp	24.43	0.926	351.0	-4.092	-4.286	0.194	0.538	0
Pla2r1	40.04	1.302	270.2	5.351	5.157	0.194	0.351	0
Ank3	61.06	0.208	116.7	1.858	1.665	0.193	0.787	0
Ciao1	38.23	1.192	575.3	-0.932	-1.124	0.192	0.274	0
Socs5	39.74	2.778	376.5	-2.984	-3.177	0.192	0.197	1
Snrpb	74.62	2.906	4145.0	-0.451	-0.643	0.192	0.256	1
Tcaf1	56.08	1.524	3893.9	0.965	0.774	0.191	0.003	0
Imp4	30.59	2.489	805.1	0.676	0.486	0.19	0.376	1
Phc2	37.57	0.551	1939.9	0.404	0.215	0.189	0.152	0
Pten	77.46	0.429	1182.8	1.009	0.82	0.189	0.533	0
Sgta	35.13	1.311	1357.4	-1.165	-1.354	0.189	0.153	0
Plec	104.89	1.013	9728.8	1.724	1.536	0.188	0.313	0
Gpx4	124.15	1.79	741.2	0.987	0.799	0.188	0.709	0
Hspa8	304.82	1.953	20462.9	5.971	5.783	0.188	0.392	0
Ptges3	142.14	0.685	365.2	2.871	2.684	0.187	0.479	0
Ybx3	315.85	3.549	1185.9	-1.598	-1.785	0.187	0.218	1
Mib2	24.62	2.22	678.8	-0.98	-1.167	0.187	0.211	1
Atp2c1	31.83	0.35	1389.5	1.104	0.917	0.186	0.267	0
Actr3	115.53	0.59	3274.5	1.448	1.262	0.186	0.076	0
Nt5c3b	25.88	3.915	1306.2	0.58	0.394	0.186	0.265	1
Tab2	55.96	0.34	1898.4	-0.485	-0.671	0.186	0.063	0
Akirin2	31.43	0.823	390.7	0.881	0.696	0.185	0.076	0
Glmp	25.13	5.893	1462.7	0.912	0.728	0.184	0.112	1
Uba1	55.75	1.51	8840.7	-0.491	-0.675	0.184	0.155	0
Cdc42bpb	32.24	0.485	3920.1	0.534	0.35	0.183	0.07	0
Lama4	162.49	1.076	6565.8	0.948	0.765	0.183	0.231	0
Pih1d1	30.89	2.239	1226.9	0.785	0.604	0.182	0.225	1
Gfpt1	84.01	0.43	3679.3	-0.544	-0.725	0.181	0.009	0
Dnaja1	199.31	0.891	1420.1	3.3	3.12	0.181	0.163	0
Nck2	81.64	0.419	632.7	1.299	1.118	0.18	0.309	0
Rhoa	301.28	1.332	4149.7	0.901	0.721	0.18	0.326	0
Pmvk	31.17	1.471	602.8	-1.991	-2.171	0.18	0.1	0
Pacs1	36.0	0.088	1312.7	0.366	0.187	0.18	0.344	0
Csnk2b	125.3	5.031	1944.2	-0.624	-0.804	0.179	0.061	1
Rrp7a	37.28	1.475	425.5	-1.095	-1.274	0.179	0.4	0
Maz	90.13	4.319	2228.1	0.732	0.553	0.179	0.083	1
Cep170	34.55	0.396	1568.7	0.282	0.103	0.179	0.032	0
Rpl4	972.74	7.019	26672.1	-1.341	-1.52	0.179	0.045	1
Abtb1	25.71	1.473	241.0	-0.863	-1.041	0.178	0.004	0
Tnip2	35.42	1.362	115.8	-0.746	-0.923	0.177	0.368	0
Ppa1	293.49	4.013	10973.8	-1.337	-1.514	0.177	0.311	1
Tsen15	20.72	0.767	135.2	1.926	1.75	0.176	0.199	0
Rcan3	22.03	0.313	320.7	1.179	1.003	0.175	0.209	0
Dmpk	30.49	0.995	400.1	0.906	0.731	0.175	0.16	0
Bnc2	37.58	0.188	755.8	1.229	1.055	0.175	0.297	0
Hivep1	20.83	0.048	427.7	-1.287	-1.462	0.174	0.543	0
Ptpn11	49.94	0.558	2001.5	0.429	0.255	0.174	0.068	0
Ptbp3	100.92	0.52	1002.9	0.892	0.718	0.174	0.171	0
Nt5c2	42.16	0.205	1425.2	1.175	1.002	0.174	0.046	0
Eef1a1	6013.07	5.928	106182.2	0.951	0.778	0.174	0.169	1
Dmwd	29.92	1.032	413.7	-0.472	-0.645	0.173	0.268	0
Mrpl1	20.2	0.306	438.4	1.382	1.209	0.173	0.273	0
Pros1	21.87	1.208	1627.6	0.706	0.534	0.172	0.318	0
Ppp2r5c	61.68	0.194	1936.0	0.919	0.747	0.172	0.061	0
Rcc1	32.12	0.562	714.1	-1.578	-1.749	0.171	0.073	0
Arhgef10	43.31	0.602	2049.0	0.659	0.49	0.17	0.308	0
Txndc12	47.26	1.396	512.1	-1.648	-1.818	0.17	0.093	0
Ift80	24.06	0.536	611.1	-0.312	-0.482	0.17	0.262	0
Aldh2	23.67	0.621	2597.9	-0.359	-0.528	0.169	0.154	0
Cd2ap	27.06	0.351	725.0	-0.834	-1.002	0.168	0.068	0
Cct2	50.8	1.105	6587.1	-1.445	-1.613	0.168	0.089	0
Vasp	41.31	0.711	1300.9	-0.941	-1.109	0.168	0.041	0
Tmem98	34.63	4.381	1393.1	0.781	0.614	0.168	0.034	1
Mtpn	67.45	0.791	491.7	-0.675	-0.841	0.166	0.26	0
Lamc1	55.4	0.424	5150.9	1.107	0.942	0.165	0.553	0
Aspscr1	23.91	0.672	1211.2	-0.996	-1.161	0.165	0.025	0
Selenom	190.79	3.986	2020.8	-0.788	-0.953	0.165	0.036	1
Nt5dc2	156.49	5.27	3313.9	-1.424	-1.588	0.164	0.178	1
Zdhhc2	20.25	0.638	237.0	1.397	1.233	0.164	0.088	0
Rnft1	24.56	1.393	598.7	-0.756	-0.92	0.163	0.086	0
Carm1	22.87	0.936	2204.1	-0.827	-0.99	0.163	0.152	0
Pi4kb	21.05	0.469	2190.7	0.978	0.817	0.161	0.204	0
Eef1b2	493.31	5.889	14568.0	-0.501	-0.661	0.161	0.073	1
Snrpd2	125.84	3.266	1667.1	1.605	1.445	0.161	0.058	1
Calm2	579.9	2.877	5340.0	0.708	0.548	0.161	0.016	1
Sbno1	38.58	0.517	1334.6	0.291	0.131	0.16	0.051	0
Rpl8	1622.58	3.848	22078.2	-0.627	-0.787	0.16	0.106	1
Cd81	397.57	3.894	5146.7	0.648	0.488	0.16	0.213	1
Syncrip	108.7	0.916	3438.1	0.797	0.638	0.159	0.051	0
Tufm	76.66	2.854	928.8	4.1	3.941	0.159	0.197	1
Ap2m1	129.92	3.676	4228.0	3.797	3.638	0.159	0.054	1
Fbl	91.91	2.876	1720.3	3.7	3.542	0.159	0.144	1
Hax1	44.53	2.935	739.9	1.888	1.73	0.158	0.093	1
Smad4	49.38	0.551	1190.7	-0.652	-0.811	0.158	0.01	0
Egln2	29.99	1.304	891.3	-1.341	-1.499	0.158	0.239	0
Capzb	74.22	0.34	3334.1	-0.306	-0.464	0.158	0.218	0
Ppard	20.54	0.131	766.3	-0.379	-0.536	0.157	0.008	0
Cand1	65.36	0.821	3691.6	-0.229	-0.386	0.156	0.082	0
Ubfd1	27.87	2.308	945.0	0.676	0.521	0.155	0.038	1
Scp2	69.53	1.948	815.9	1.158	1.004	0.155	0.43	0
Ssbp3	32.44	0.226	946.2	0.723	0.569	0.155	0.276	0
Prrc2c	143.43	0.489	6424.2	0.505	0.351	0.154	0.017	0
Tra2b	152.79	0.748	2262.9	1.96	1.806	0.154	0.181	0
Eif3i	82.7	3.685	4562.2	-0.621	-0.775	0.154	0.119	1
Aars	22.57	0.486	5184.7	-0.403	-0.557	0.153	0.175	0
Tgif1	43.17	0.865	296.1	-0.493	-0.645	0.152	0.077	0
Srsf2	122.23	1.848	1734.2	-0.9	-1.052	0.152	0.17	0
Qser1	45.56	0.688	1085.4	-0.971	-1.122	0.152	0.089	0
Tpd52	28.18	0.356	381.5	1.817	1.666	0.151	0.242	0
Eng	67.28	1.04	1297.0	-0.363	-0.514	0.151	1.551	0
Pa2g4	66.92	1.691	3116.2	-0.898	-1.049	0.151	0.096	0
Ppie	38.57	2.569	853.7	-0.356	-0.507	0.151	0.182	1
Siva1	85.96	3.095	752.1	0.321	0.17	0.151	0.248	1
Tra2a	84.75	0.255	1405.8	1.171	1.022	0.149	0.237	0
Ppp4r3b	57.29	0.496	2144.2	1.718	1.569	0.149	0.042	0
Tbc1d4	27.23	0.169	802.2	-0.636	-0.782	0.147	0.215	0
Fryl	38.21	0.151	1017.5	0.568	0.421	0.147	0.305	0
Cd2bp2	31.23	2.418	870.8	0.621	0.474	0.146	0.25	1
Cplane1	36.68	0.472	1301.7	0.621	0.475	0.146	0.067	0
Banf1	83.42	4.643	1124.7	-0.57	-0.715	0.144	0.059	1
Cse1l	27.67	0.548	2429.7	0.484	0.34	0.144	0.195	0
Hpf1	27.1	2.183	518.8	-0.674	-0.818	0.144	0.305	1
Akt2	44.39	1.147	3181.0	0.374	0.23	0.144	0.01	0
Gatad1	78.66	1.561	636.0	-0.513	-0.657	0.144	0.073	0
Rhoc	154.57	4.363	2662.3	0.339	0.196	0.143	0.142	1
Efnb1	30.86	3.48	1227.2	0.583	0.44	0.143	0.203	1
Psmc5	71.13	3.018	2544.9	-0.773	-0.915	0.143	0.106	1
Serpine2	1074.06	2.285	2717.5	-0.759	-0.901	0.142	0.409	1
Msh6	28.86	0.846	1819.7	0.953	0.811	0.142	0.07	0
Lyplal1	25.0	0.756	255.4	-2.092	-2.234	0.142	0.075	0
Rpsa	1049.86	4.355	11693.9	7.932	7.791	0.141	0.155	1
Dhx36	71.11	0.558	2145.6	0.972	0.831	0.141	0.008	0
Rpl36	1334.86	3.865	2293.8	5.232	5.092	0.14	0.179	1
Rpl31	436.51	3.68	1003.6	6.784	6.645	0.139	0.427	1
Cetn3	22.75	4.014	1020.1	-0.953	-1.091	0.139	0.237	1
Nfatc2ip	28.28	0.523	112.8	0.9	0.762	0.138	0.212	0
Tmem256	50.43	7.292	787.9	-1.601	-1.737	0.136	0.042	1
Pfdn5	403.43	3.187	1309.7	-2.574	-2.71	0.136	0.118	1
Nipsnap2	38.57	0.838	624.9	-1.318	-1.454	0.136	0.257	0
Cdc27	41.69	0.39	1577.4	0.978	0.843	0.135	0.039	0
Snrpe	104.82	4.07	653.2	-0.572	-0.708	0.135	0.306	1
Bms1	31.03	0.752	2654.8	0.57	0.435	0.135	0.043	0
Diaph1	28.81	0.185	683.3	0.467	0.332	0.135	0.056	0
Chchd1	36.09	5.203	468.7	-1.03	-1.164	0.134	0.018	1
Ogdh	24.25	0.14	4813.2	-0.484	-0.618	0.134	0.154	0
Rab10	49.85	0.226	964.4	-0.388	-0.521	0.133	0.043	0
Map2k1	35.24	0.159	1305.4	0.556	0.423	0.133	0.072	0
Atp6v0d1	30.14	0.522	2167.2	0.253	0.12	0.133	0.084	0
Plp2	96.49	4.225	862.3	-0.881	-1.014	0.132	0.27	1
Ruvbl2	24.08	1.459	1715.4	-0.597	-0.73	0.132	0.076	0
Psma4	73.21	2.329	1557.3	-0.432	-0.564	0.132	0.07	1
Rdh11	60.85	1.807	949.5	0.494	0.362	0.132	0.037	0
Sympk	28.66	0.515	3237.2	-1.163	-1.294	0.131	0.21	0
Sft2d1	55.81	1.789	162.4	3.672	3.541	0.131	0.408	0
Uchl3	22.2	0.368	602.2	0.891	0.76	0.131	0.381	0
Acot9	24.75	0.303	739.2	0.84	0.71	0.131	0.5	0
Adrm1	34.45	2.856	1189.9	2.695	2.565	0.13	0.161	1
Txndc9	21.94	1.6	1085.9	0.876	0.745	0.13	0.029	0
Nol7	69.01	2.172	699.5	-1.512	-1.642	0.13	0.38	1
Tube1	23.34	0.991	227.9	1.354	1.224	0.13	0.221	0
Eapp	37.79	0.956	560.3	-0.688	-0.817	0.129	0.109	0
Trim28	67.6	2.092	8558.3	0.454	0.326	0.128	0.106	1
Hltf	41.23	1.17	844.1	1.685	1.557	0.128	0.199	0
Usp15	37.54	0.152	857.2	-0.962	-1.09	0.128	0.006	0
Gnas	905.01	1.819	36300.8	0.448	0.321	0.127	0.071	0
Sec63	86.42	0.694	3717.7	0.362	0.235	0.127	0.05	0
Snrpb2	82.89	3.437	1030.6	0.516	0.39	0.126	0.002	1
Dcun1d5	32.99	0.955	1157.1	-0.449	-0.574	0.126	0.282	0
Dync1i2	105.95	1.246	2591.2	0.33	0.204	0.126	0.146	0
Atp6v0b	89.86	1.438	1679.4	-0.534	-0.66	0.126	0.106	0
Slc3a2	60.5	1.051	2607.4	-0.386	-0.512	0.125	0.147	0
Rps21	1077.07	4.383	7662.5	1.347	1.222	0.125	0.109	1
Adam10	34.11	0.218	1259.3	0.836	0.712	0.124	0.285	0
Malsu1	32.98	1.638	121.9	-0.783	-0.906	0.123	0.053	0
Aldoc	51.27	9.049	1178.4	-0.788	-0.911	0.123	0.19	1
Rbms1	97.47	0.25	819.0	0.558	0.436	0.123	0.624	0
Mrpl55	41.69	3.811	390.4	0.829	0.707	0.122	0.069	1
Otulin	20.33	0.268	659.8	0.376	0.254	0.122	0.18	0
Hsp90aa1	1021.21	0.807	7920.5	3.346	3.225	0.121	0.314	0
Prkdc	83.4	0.564	938.4	0.635	0.514	0.121	0.133	0
Fhl1	47.76	1.542	1229.5	1.486	1.366	0.121	0.096	0
Plekhj1	24.89	2.989	526.8	0.394	0.273	0.121	0.029	1
Sdf2l1	46.82	1.755	325.9	-0.455	-0.575	0.12	0.88	0
Stip1	35.85	0.496	2670.7	-0.776	-0.897	0.12	0.28	0
Tubb2b	127.96	6.29	2887.6	2.017	1.897	0.12	0.14	1
Pkn3	21.88	0.88	360.8	-0.503	-0.622	0.12	0.787	0
Serbp1	272.66	2.493	6581.8	-0.642	-0.762	0.119	0.022	1
Mtfr1l	23.43	2.539	1170.7	-0.504	-0.623	0.119	0.11	1
Tmem167b	38.0	2.043	274.6	-0.67	-0.789	0.119	0.06	1
Fgfr1op2	48.47	0.777	582.1	-2.059	-2.178	0.118	0.071	0
Med10	52.03	3.018	363.3	1.016	0.898	0.118	0.08	1
Sf3b4	20.76	2.26	366.7	1.291	1.174	0.117	0.376	1
Rpl37a	2236.78	4.333	3774.2	1.856	1.739	0.117	0.035	1
Ap1s1	36.08	5.727	541.9	-0.989	-1.105	0.116	0.047	1
Anp32b	178.87	1.534	2434.9	-2.518	-2.635	0.116	0.06	0
Ebpl	42.87	3.573	250.3	-1.09	-1.205	0.116	0.212	1
Mrpl54	40.92	4.142	738.2	-1.548	-1.664	0.116	0.098	1
Pfn2	35.27	4.949	300.1	0.483	0.368	0.115	0.043	1
Ccng1	42.34	2.51	1058.8	-1.729	-1.843	0.114	0.128	1
Tomm6	111.3	7.704	745.5	-2.163	-2.277	0.113	0.015	1
Top2b	52.53	0.532	6811.0	0.497	0.384	0.113	0.103	0
Dtymk	21.04	2.113	780.0	-0.664	-0.778	0.113	0.049	1
Tmed4	54.18	3.297	380.1	-0.893	-1.006	0.113	0.076	1
Pcmt1	58.46	0.854	917.0	-0.536	-0.649	0.113	0.151	0
Ppp2r2a	51.13	0.284	1333.2	0.501	0.388	0.113	0.083	0
Crip1	25.46	0.559	1965.5	0.974	0.862	0.112	0.723	0
Dazap2	85.58	1.576	764.8	0.591	0.48	0.111	0.365	0
Rpa1	32.02	0.862	1835.3	0.408	0.298	0.11	0.207	0
Dars	92.84	0.938	2353.4	-0.369	-0.479	0.109	0.106	0
Armc1	25.83	1.038	339.8	-0.917	-1.026	0.109	0.35	0
Psmb5	102.15	4.075	1520.9	2.253	2.145	0.109	0.001	1
Tmem123	76.19	0.463	365.1	2.325	2.216	0.109	0.293	0
Mtx2	26.2	0.851	275.0	-1.819	-1.927	0.108	0.257	0
Josd2	58.73	3.566	683.1	-0.564	-0.672	0.108	0.05	1
Pitpna	25.76	0.243	1315.4	-0.917	-1.024	0.108	0.213	0
Rps14	1804.59	3.63	7164.9	-1.521	-1.628	0.108	0.113	1
Mib1	62.46	0.632	1234.5	0.283	0.175	0.107	0.003	0
Sf3b2	72.97	1.378	6383.7	0.585	0.478	0.107	0.16	0
Aurkaip1	102.43	2.556	977.3	-0.625	-0.731	0.107	0.007	1
Hspa4	42.74	0.537	3964.0	-0.493	-0.6	0.107	0.094	0
Polk	43.46	0.569	226.1	-0.699	-0.805	0.106	0.058	0
Tut7	26.79	0.223	1490.5	-0.261	-0.367	0.106	0.043	0
Spg11	24.79	0.203	1804.3	1.75	1.645	0.106	0.191	0
Ankrd26	41.41	1.014	365.2	0.952	0.846	0.106	0.183	0
Ppid	22.95	0.71	2258.7	2.823	2.717	0.105	0.12	0
