symbol	human_pure_cpm	human_purity_ratio	mt_baseMean	mt_lfc	ru_lfc	interaction_n3	interaction_n2	cartilage_enriched
Asxl1	41.55	0.211	2321.7	-0.318	-0.108	-0.21	-0.437	0
Impdh1	37.37	3.238	2546.6	0.465	0.676	-0.211	-0.307	1
Lrrc41	37.82	0.806	1661.6	-0.985	-0.774	-0.211	-0.379	0
Rnf144b	39.19	0.241	398.6	-1.128	-0.917	-0.211	-0.253	0
Osbp	34.43	0.579	1899.0	-0.318	-0.107	-0.211	-0.47	0
Dnajc1	76.22	0.25	1342.6	1.357	1.569	-0.212	-0.365	0
Relt	28.2	0.702	206.7	-0.843	-0.631	-0.212	-0.377	0
Cant1	38.12	1.398	670.0	-1.976	-1.763	-0.212	-0.248	0
Gng5	137.34	3.32	984.4	-1.995	-1.782	-0.213	-0.075	1
Senp5	24.46	0.137	1169.0	0.415	0.628	-0.213	-0.239	0
Tsg101	43.33	0.703	1118.2	0.491	0.704	-0.213	-0.019	0
Daam2	72.82	1.365	2004.8	-0.352	-0.139	-0.213	-0.191	0
Tsc2	27.87	1.253	2533.0	0.582	0.796	-0.214	-0.295	0
Tfrc	83.7	0.657	5096.6	1.366	1.581	-0.214	-0.405	0
Lamp2	70.52	1.295	2021.5	-1.268	-1.053	-0.215	-0.34	0
Itpa	25.18	1.386	798.7	2.613	2.828	-0.215	-0.444	0
Ppfibp1	94.68	0.637	4792.4	-0.352	-0.137	-0.215	-0.443	0
Kpna6	32.05	0.467	832.0	-0.533	-0.318	-0.215	-0.172	0
Brwd3	33.21	0.515	717.7	0.368	0.583	-0.215	-0.529	0
Fam162a	147.64	5.625	2935.7	-0.817	-0.601	-0.216	-0.42	1
Nfkb1	26.15	0.031	1291.4	-1.345	-1.129	-0.216	-0.069	0
Hivep2	26.81	0.028	484.9	0.642	0.858	-0.216	-0.339	0
Eif4g3	38.79	0.118	4213.2	-0.731	-0.514	-0.217	-0.278	0
Rpl23a	1105.12	6.519	2940.4	7.183	7.4	-0.217	-0.598	1
Mmadhc	58.64	2.14	3260.9	0.953	1.17	-0.217	-0.333	1
Tom1l2	23.87	0.208	821.9	-1.147	-0.929	-0.218	-0.287	0
Usp11	51.54	1.233	865.9	-1.591	-1.373	-0.218	-0.263	0
Ube2q1	45.96	3.54	1527.0	0.424	0.642	-0.219	-0.242	1
Tmx1	85.43	3.059	2319.2	-0.359	-0.14	-0.219	-0.471	1
Cars	48.92	0.548	1791.8	-0.645	-0.426	-0.219	-0.102	0
Dnajb14	59.39	0.655	235.2	-2.137	-1.918	-0.219	-0.438	0
Lamtor1	70.65	3.535	415.1	-1.259	-1.039	-0.219	-0.33	1
Ap3m1	20.91	0.845	788.3	0.681	0.901	-0.22	-0.234	0
Ddx50	38.12	0.68	2853.8	-0.587	-0.366	-0.22	-0.188	0
Mthfd1l	59.68	0.131	1671.6	-0.758	-0.537	-0.22	-0.586	0
Sec22b	97.66	1.468	3210.1	-0.778	-0.557	-0.221	-0.258	0
Cdr2	26.93	0.109	1186.6	-1.496	-1.276	-0.221	-0.377	0
Hars	22.92	0.778	2376.8	-0.329	-0.108	-0.221	-0.323	0
Psma2	86.35	3.369	2203.0	-1.237	-1.016	-0.221	-0.061	1
Mphosph10	31.42	1.0	1083.9	-0.392	-0.171	-0.221	-0.336	0
Mia2	54.07	0.471	2283.5	-0.369	-0.148	-0.221	-0.321	0
Gpr108	20.84	1.386	1096.3	-1.325	-1.103	-0.223	-0.431	0
Srsf6	89.77	1.434	2241.5	-0.348	-0.126	-0.223	-0.153	0
Uba5	26.66	0.764	2191.8	-0.949	-0.726	-0.223	-0.375	0
Dcaf13	28.85	0.986	614.9	-3.076	-2.853	-0.224	-0.078	0
Dut	103.69	3.245	497.2	-1.098	-0.874	-0.224	-0.374	1
Snx9	37.2	0.076	1911.7	1.164	1.388	-0.224	-0.14	0
Cox7a2	212.75	5.287	1898.9	-0.615	-0.391	-0.224	-0.433	1
Vps25	34.04	6.402	900.0	-1.447	-1.222	-0.225	-0.168	1
B3gnt7	30.79	3.941	569.2	2.718	2.943	-0.225	-1.16	1
Asph	121.86	1.007	2570.0	0.452	0.677	-0.225	-0.381	0
Plekhm2	26.79	0.352	1328.2	0.636	0.861	-0.225	-0.224	0
Aebp2	27.95	0.153	592.3	-1.53	-1.304	-0.226	-0.015	0
Dicer1	57.66	0.564	2291.5	-0.388	-0.161	-0.227	-0.189	0
Ccnl2	67.92	1.003	1397.6	-1.409	-1.182	-0.227	-0.189	0
Gusb	49.11	2.865	3395.3	0.592	0.819	-0.227	-0.447	1
Stx7	31.63	0.522	590.1	-1.068	-0.841	-0.227	-0.392	0
Gpaa1	57.87	3.694	1124.1	-2.435	-2.207	-0.227	-0.377	1
Sumf2	70.21	2.088	808.3	-0.451	-0.224	-0.227	-0.593	1
Cd47	58.19	1.008	1296.6	1.153	1.38	-0.228	-0.284	0
Mydgf	247.75	6.24	2170.3	-0.593	-0.365	-0.228	-0.346	1
Zmiz1	51.38	0.202	2330.3	-1.221	-0.993	-0.228	-0.411	0
Yipf5	85.89	1.906	2882.8	-0.28	-0.051	-0.229	-0.436	0
Sox5	145.37	0.215	1338.4	-1.774	-1.546	-0.229	-0.397	0
Snapin	24.79	9.178	254.9	-1.276	-1.047	-0.229	-0.25	1
Mrps24	74.93	3.417	347.4	-0.509	-0.28	-0.229	-0.173	1
Ptpn2	56.41	0.432	609.6	-0.86	-0.63	-0.23	-0.198	0
Ankrd13c	25.37	0.298	617.4	0.728	0.958	-0.23	-0.357	0
Rab11fip2	28.12	0.798	276.3	1.433	1.663	-0.231	-0.345	0
Cbr1	25.14	3.598	502.0	-1.744	-1.513	-0.231	-0.247	1
Tiparp	441.74	1.81	470.3	-1.202	-0.971	-0.231	-0.088	0
Gnpat	23.71	0.856	2627.2	1.311	1.542	-0.231	-0.401	0
Micos10	92.01	4.216	1230.9	-0.313	-0.082	-0.231	-0.016	1
Vrk3	22.26	0.544	409.7	-1.454	-1.223	-0.232	-0.892	0
Zfx	29.85	0.307	567.5	0.453	0.685	-0.232	-0.129	0
Ptgds	33.44	2.085	76.5	3.604	3.836	-0.232	-2.556	1
Slc25a32	23.46	0.512	409.6	0.737	0.969	-0.233	-0.418	0
Bad	36.16	3.594	523.9	-1.005	-0.772	-0.233	-0.233	1
Pdcd6ip	89.83	0.718	3944.8	-0.388	-0.154	-0.234	-0.399	0
Ranbp9	32.28	0.181	1297.9	0.574	0.808	-0.234	-0.391	0
Vdac1	127.01	2.193	2454.8	-0.406	-0.171	-0.234	-0.271	1
Fam204a	44.46	0.933	759.8	1.308	1.542	-0.235	-0.524	0
Usp24	28.13	0.145	2072.2	-0.424	-0.189	-0.235	-0.535	0
Ckb	81.49	5.306	1254.0	1.044	1.279	-0.235	-0.592	1
Trappc4	30.53	3.193	844.2	-0.388	-0.152	-0.235	-0.133	1
Upf1	26.8	0.725	2186.2	-0.837	-0.602	-0.235	-0.255	0
Man2b1	24.77	0.889	3176.7	2.195	2.432	-0.236	-0.649	0
Mob1a	42.21	0.612	333.7	-0.801	-0.564	-0.237	-0.094	0
Cox6a1	205.08	7.596	2523.7	-0.728	-0.491	-0.237	-0.167	1
Mtln	56.38	8.342	129.1	-0.829	-0.592	-0.237	-0.397	1
Fam91a1	31.5	0.581	1895.1	-0.966	-0.728	-0.239	-0.314	0
Atp6v1h	25.4	0.294	1270.6	-0.759	-0.52	-0.239	-0.065	0
Lrrc58	54.64	1.448	492.8	1.425	1.664	-0.239	-0.392	0
Cyp20a1	50.95	0.29	2866.1	1.862	2.102	-0.239	-0.208	0
Gpcpd1	53.92	0.241	1030.4	0.752	0.991	-0.239	-0.21	0
Gna11	41.16	3.18	1635.0	-0.309	-0.069	-0.24	-0.24	1
Mrpl20	87.64	2.287	1465.9	-0.39	-0.15	-0.24	-0.309	1
Tssc4	21.04	1.789	907.0	-1.05	-0.81	-0.24	-0.305	0
Amotl2	67.02	2.383	2111.1	-1.031	-0.79	-0.242	-0.435	1
Nek7	40.37	0.203	365.4	-0.89	-0.648	-0.242	-0.063	0
Nfx1	22.75	0.183	1905.2	-0.969	-0.727	-0.242	-0.358	0
Smim5	33.4	4.98	207.9	-1.799	-1.556	-0.243	-0.361	1
Atf6b	21.42	1.165	2136.6	-0.39	-0.147	-0.243	-0.249	0
Hdac1	34.53	1.125	868.9	1.754	1.997	-0.243	-0.058	0
Mogs	33.81	2.008	5672.7	-0.977	-0.733	-0.244	-0.541	1
Lman1	162.6	1.9	7918.3	-0.33	-0.085	-0.245	-0.492	0
Stt3a	57.39	1.438	13626.2	-0.487	-0.242	-0.245	-0.376	0
Ap1ar	34.0	1.325	504.7	-0.52	-0.274	-0.246	-0.413	0
Jagn1	25.72	5.069	174.8	-2.056	-1.81	-0.246	-0.198	1
Lman2	84.7	2.824	2112.7	-0.386	-0.139	-0.246	-0.253	1
Entpd4	42.66	0.602	546.9	0.744	0.991	-0.247	-0.619	0
Dok1	93.9	3.559	1709.0	-0.348	-0.101	-0.247	-0.622	1
Ppip5k2	62.99	0.956	1356.7	-0.755	-0.508	-0.247	-0.412	0
Tkt	103.55	1.956	8505.0	-0.506	-0.258	-0.248	-0.213	0
Echdc2	23.33	0.719	194.4	-4.039	-3.791	-0.248	-0.206	0
Fbxl3	47.95	1.116	915.1	-0.576	-0.326	-0.249	-0.55	0
Pdcd2	30.48	1.807	370.6	0.524	0.774	-0.25	-0.2	0
Lamtor5	114.91	4.805	364.1	1.304	1.554	-0.25	-0.47	1
Herpud1	267.13	1.508	2200.3	-1.13	-0.88	-0.25	-0.366	0
Cdc34	20.94	1.688	1198.0	0.336	0.588	-0.252	-0.321	0
Erbin	72.79	0.208	3255.1	0.792	1.045	-0.252	-0.4	0
Fastk	34.39	2.529	2544.2	-1.457	-1.205	-0.252	-0.414	1
Tspan31	36.94	4.131	978.9	-0.912	-0.659	-0.253	-0.653	1
Fbxo28	20.22	0.282	372.8	-0.556	-0.303	-0.253	-0.44	0
Prelid3b	22.86	2.609	568.3	-1.849	-1.595	-0.254	-0.279	1
Nans	33.86	0.651	2940.1	-0.685	-0.43	-0.255	-0.172	0
Gorasp1	22.22	2.541	953.3	-0.435	-0.179	-0.255	-0.382	1
Aplp2	102.17	0.56	6521.9	-0.498	-0.242	-0.256	-0.5	0
Clptm1l	52.95	1.662	3819.2	-0.947	-0.691	-0.256	-0.32	0
Rps17	864.62	4.089	5302.0	9.136	9.392	-0.256	-0.004	1
Serp1	174.08	2.259	1071.1	-1.585	-1.328	-0.257	-0.241	1
Morc3	24.85	0.345	576.5	-0.89	-0.632	-0.258	-0.565	0
Rps6kb2	23.39	2.002	538.0	-0.624	-0.366	-0.258	-0.096	1
Usp10	20.35	0.281	1169.4	-0.687	-0.429	-0.258	-0.362	0
Adarb1	44.7	0.263	395.5	-1.766	-1.507	-0.259	-0.293	0
Acsl4	41.14	0.323	921.8	0.713	0.972	-0.259	-0.431	0
Pgam1	183.07	4.6	914.4	7.907	8.166	-0.259	-1.844	1
Selenof	85.83	0.856	4484.3	-1.008	-0.749	-0.259	-0.505	0
Nf1	75.46	0.266	1714.1	0.702	0.961	-0.259	-0.333	0
Gaa	54.92	4.898	5705.0	-3.554	-3.294	-0.26	-0.528	1
Gps1	26.01	2.363	1054.7	1.534	1.794	-0.26	-0.218	1
Hsf1	23.7	0.725	786.2	-0.486	-0.226	-0.261	-0.058	0
Surf1	26.25	2.642	507.4	-1.044	-0.784	-0.261	-0.196	1
Tpi1	468.52	3.577	11237.5	-1.215	-0.954	-0.261	-0.366	1
Lsm3	82.95	4.939	552.4	0.629	0.89	-0.261	-0.141	1
Colgalt1	111.29	1.759	6893.6	-0.732	-0.471	-0.261	-0.594	0
Scoc	35.61	3.68	151.5	0.885	1.147	-0.262	-0.304	1
Slc35d1	56.64	1.001	854.8	-0.853	-0.591	-0.262	-0.705	0
Cdc123	26.48	0.6	1895.5	-1.303	-1.041	-0.262	-0.038	0
Ugp2	224.44	1.187	5891.6	-1.834	-1.572	-0.262	-0.316	0
Rpl12	1374.46	4.588	1427.1	4.261	4.523	-0.262	-0.023	1
Tasor2	59.39	0.368	3825.0	1.317	1.579	-0.262	-0.434	0
Gtf2a2	58.23	3.067	452.1	-0.985	-0.722	-0.262	-0.285	1
Secisbp2l	59.89	0.717	1195.3	0.585	0.848	-0.263	-0.306	0
Mrpl50	21.58	2.941	279.8	-2.122	-1.859	-0.263	-0.487	1
Ndufaf3	49.41	6.585	388.1	0.636	0.899	-0.263	-0.033	1
Alg2	24.44	1.274	1098.4	-0.827	-0.563	-0.264	-0.335	0
G6pc3	25.45	5.139	983.3	-0.946	-0.682	-0.264	-0.231	1
Cd99l2	21.3	0.954	1194.6	2.164	2.429	-0.265	-0.428	0
Fam13a	62.87	0.399	130.5	1.398	1.663	-0.265	-1.063	0
Atp6ap2	73.44	2.163	1064.3	0.875	1.141	-0.265	-0.751	1
Ddx3x	184.87	1.063	4557.5	-12.61	-12.345	-0.266	-0.864	0
Srp19	53.93	1.048	743.9	-2.698	-2.432	-0.266	-0.256	0
Mtmr2	44.77	0.594	1552.8	-0.621	-0.355	-0.267	-0.323	0
Ube2w	32.83	0.286	305.7	-1.221	-0.954	-0.267	-0.406	0
Smarca1	103.89	1.434	2486.4	1.008	1.276	-0.267	-0.467	0
Chchd7	33.24	2.343	514.1	0.327	0.594	-0.267	-0.118	1
Zc3h7a	70.0	0.961	1252.7	-0.54	-0.272	-0.268	-0.179	0
Znhit6	46.18	0.712	633.7	-1.427	-1.158	-0.269	-0.457	0
Ccdc59	47.47	2.007	373.3	-2.204	-1.935	-0.269	-0.367	1
Mrpl32	32.91	3.435	447.5	0.802	1.071	-0.269	-0.384	1
Polr3d	36.01	1.841	1142.6	-0.46	-0.191	-0.27	-0.507	0
Dnajc15	57.33	1.03	292.4	-1.477	-1.207	-0.27	-0.239	0
Iars2	48.21	1.694	2139.5	0.985	1.255	-0.27	-0.225	0
Limd1	23.03	0.246	1663.8	-0.716	-0.446	-0.27	-0.602	0
Rasa1	34.28	0.269	1415.8	0.888	1.159	-0.27	-0.338	0
Elovl5	47.44	0.199	564.9	-0.72	-0.45	-0.27	-0.374	0
Golga4	171.56	0.451	2095.7	-0.758	-0.488	-0.271	-0.516	0
Npc2	60.41	2.574	1563.4	-0.906	-0.635	-0.271	-0.354	1
Pkd1	57.39	0.967	10417.8	-0.76	-0.488	-0.271	-0.562	0
Pofut2	54.33	1.628	5290.2	-1.455	-1.183	-0.272	-0.542	0
Adh5	57.41	3.871	1564.8	-0.48	-0.208	-0.272	-0.306	1
Pdia3	377.64	1.938	17020.4	-1.17	-0.898	-0.272	-0.391	0
Ndufb3	66.68	10.46	360.4	-0.628	-0.354	-0.273	-0.265	1
Tbrg1	41.2	0.874	5059.1	-3.908	-3.634	-0.274	-0.432	0
Atf4	420.86	2.994	3754.6	-1.255	-0.981	-0.274	-0.591	1
Gstz1	27.45	2.665	513.1	-2.113	-1.838	-0.274	-0.465	1
Plgrkt	22.53	0.53	283.7	-2.886	-2.611	-0.275	-0.105	0
Ncoa1	31.97	0.11	836.9	1.015	1.29	-0.275	-0.194	0
Itfg1	42.17	0.186	2874.0	0.711	0.986	-0.275	-0.304	0
Psap	381.54	1.886	18907.5	0.406	0.682	-0.275	-0.534	0
Pim3	138.28	2.535	655.3	-2.117	-1.841	-0.276	-0.087	1
Fez2	36.63	0.869	321.1	-0.524	-0.248	-0.276	-0.177	0
Ahi1	73.79	0.243	564.7	-1.024	-0.748	-0.276	-0.475	0
Hmgcl	26.18	2.086	822.0	-1.36	-1.084	-0.276	-0.633	1
Actr10	54.96	1.046	2882.5	0.94	1.217	-0.277	-0.197	0
Zc3h8	27.7	0.646	99.7	1.763	2.04	-0.277	-0.631	0
Ndn	37.5	7.706	2536.1	-2.657	-2.38	-0.277	-0.617	1
Spcs2	121.12	1.754	2296.5	0.502	0.779	-0.277	-0.035	0
Slc39a7	84.54	2.883	11272.9	-0.274	0.004	-0.277	-0.497	1
Dele1	33.02	0.954	884.5	-1.157	-0.88	-0.278	-0.165	0
Plpp5	89.27	2.833	1136.9	-1.343	-1.064	-0.278	-0.34	1
Pdcd10	45.65	0.913	463.0	1.654	1.932	-0.278	-0.124	0
Scamp3	39.64	1.718	1828.8	-0.801	-0.52	-0.28	-0.108	0
Cops9	132.61	5.634	807.5	1.628	1.91	-0.282	-0.074	1
Yipf4	66.57	0.906	1826.6	0.392	0.674	-0.282	-0.707	0
Slc35a2	26.35	3.039	2023.4	-1.228	-0.945	-0.283	-0.528	1
Pspc1	24.96	0.15	1308.6	0.326	0.61	-0.284	-0.27	0
Snai2	133.46	5.647	2720.3	0.998	1.282	-0.284	-0.679	1
Hint2	26.15	4.553	359.4	0.798	1.083	-0.284	-0.69	1
Ggnbp2	64.77	0.72	1377.9	-0.691	-0.406	-0.285	-0.381	0
Chst12	33.47	0.769	2526.7	-2.92	-2.635	-0.285	-0.543	0
B3gat3	25.21	1.736	1509.7	-1.037	-0.75	-0.287	-0.59	0
Eci1	20.85	1.315	625.9	0.712	1.0	-0.288	-0.023	0
Slc41a3	22.81	2.422	326.6	0.604	0.892	-0.289	-0.154	1
Mvb12a	27.68	1.924	957.7	-0.825	-0.536	-0.289	-0.015	0
Nfat5	146.54	0.206	1879.6	-1.108	-0.819	-0.289	-0.434	0
Braf	45.0	0.084	339.1	0.459	0.748	-0.289	-0.796	0
Dhcr24	33.69	1.141	1552.7	-0.424	-0.134	-0.29	-0.66	0
Cryl1	27.37	1.551	1260.3	-1.403	-1.114	-0.29	-0.41	0
Atp6v1a	42.02	0.603	1982.6	-0.424	-0.135	-0.29	-0.171	0
Pdhb	31.21	2.647	1654.8	0.914	1.204	-0.291	-0.28	1
Chchd5	42.36	6.391	300.3	0.877	1.167	-0.291	-0.138	1
Gmpr2	25.57	5.683	852.4	0.456	0.747	-0.291	-0.436	1
Ctsz	75.88	0.898	5589.8	-1.445	-1.153	-0.291	-0.335	0
Sparc	12339.87	7.627	262182.6	-1.272	-0.98	-0.292	-1.25	1
Optn	61.58	1.099	936.7	-0.343	-0.051	-0.292	-0.557	0
Lrrc28	34.36	0.586	291.3	0.976	1.267	-0.292	-0.405	0
Cep126	72.95	1.671	329.5	-0.683	-0.391	-0.292	-0.163	0
Rnf121	25.11	0.48	958.0	-0.504	-0.211	-0.292	-0.215	0
Wdr13	30.21	1.914	408.8	0.388	0.68	-0.293	-0.138	0
Ndufs4	41.78	0.784	1555.0	0.744	1.037	-0.293	-0.088	0
Notch2	80.52	0.508	3415.1	0.817	1.11	-0.293	-0.542	0
Acsl3	138.61	0.927	2892.7	1.156	1.449	-0.293	-0.648	0
Secisbp2	50.37	0.43	446.3	-0.802	-0.508	-0.294	-0.395	0
Selenok	81.88	1.951	735.4	0.474	0.768	-0.294	-0.311	0
Ndufa4	155.81	8.56	1843.1	-0.347	-0.053	-0.294	-0.412	1
Ercc5	35.7	0.841	834.1	0.439	0.733	-0.294	-0.353	0
Ext2	50.46	0.704	6519.5	-0.358	-0.063	-0.295	-0.495	0
Slc35b4	21.05	1.42	567.6	-0.457	-0.161	-0.295	-0.397	0
Mpp5	22.11	0.454	409.5	-0.492	-0.197	-0.295	-0.433	0
Wrn	25.57	0.252	663.1	0.692	0.987	-0.295	-0.076	0
Klhdc3	59.57	3.52	2026.0	-0.837	-0.542	-0.295	-0.293	1
Camk1d	21.49	0.024	224.6	0.588	0.886	-0.298	-0.049	0
Ankrd12	162.89	0.303	311.8	0.776	1.075	-0.299	-0.387	0
Scamp1	53.77	1.16	630.6	0.681	0.98	-0.299	-0.276	0
Mapk6	59.47	0.32	776.1	-2.661	-2.362	-0.299	-0.454	0
Tmco1	99.96	2.196	1040.0	-1.086	-0.786	-0.3	-0.613	1
Syne2	89.82	0.305	1252.3	1.43	1.731	-0.3	-0.169	0
Ost4	418.67	13.352	1196.3	-0.816	-0.516	-0.3	-0.191	1
Traf3ip2	28.07	0.636	101.4	-0.824	-0.522	-0.301	-0.784	0
Ntan1	31.96	1.456	1832.3	-3.159	-2.857	-0.302	-0.253	0
Mbnl2	86.98	0.268	1958.1	-0.508	-0.207	-0.302	-0.592	0
Cuta	102.0	4.773	823.0	-0.484	-0.182	-0.302	-0.175	1
Ostc	293.1	5.543	4110.2	-0.766	-0.464	-0.302	-0.346	1
Fam114a1	120.46	1.209	5504.7	-0.514	-0.212	-0.303	-0.444	0
Ldha	456.43	4.427	16511.2	-1.05	-0.746	-0.304	-0.492	1
Nrep	129.54	0.581	2767.3	-0.775	-0.471	-0.304	-0.754	0
Klhdc10	29.73	0.465	882.8	-1.234	-0.93	-0.304	-0.56	0
Aff1	29.03	0.078	408.5	-2.107	-1.803	-0.304	-0.522	0
Gna12	37.26	0.185	1455.8	-0.719	-0.415	-0.305	-0.612	0
Fbxw5	46.22	1.467	907.6	-0.422	-0.117	-0.305	-0.545	0
Tcea2	24.43	4.391	166.6	1.223	1.529	-0.305	-0.473	1
Ptpre	31.99	0.297	109.9	-0.864	-0.559	-0.305	-0.741	0
Wwtr1	257.47	0.614	1803.2	-1.007	-0.701	-0.306	-0.48	0
Mid1ip1	33.27	3.494	168.0	-0.866	-0.56	-0.306	-0.77	1
Alg5	39.54	1.226	2385.8	0.751	1.057	-0.306	-0.359	0
Pdk1	33.19	0.766	1295.1	0.409	0.717	-0.307	-0.83	0
Wrnip1	35.33	1.017	1495.3	-0.354	-0.046	-0.307	-0.3	0
Zbtb44	44.85	0.607	396.5	0.887	1.194	-0.308	-0.313	0
Cst3	426.17	2.267	8376.6	-2.2	-1.892	-0.308	-0.375	1
Tomm20	155.35	3.307	1158.1	1.181	1.49	-0.308	-0.133	1
Gorasp2	49.56	0.753	5706.9	-1.001	-0.692	-0.309	-0.387	0
Psenen	24.83	5.954	315.8	7.203	7.512	-0.309	-0.733	1
Eif4a3	42.47	0.863	1321.1	-2.888	-2.579	-0.31	-0.338	0
Rap1a	53.33	0.278	922.7	0.346	0.656	-0.31	-0.237	0
Zfand1	30.7	2.395	218.4	3.326	3.638	-0.311	-0.152	1
Gltp	45.36	1.108	448.6	-0.957	-0.645	-0.312	-0.041	0
Mtdh	172.4	0.78	2922.2	0.322	0.635	-0.313	-0.445	0
Gnb4	37.98	0.641	1800.4	-1.773	-1.46	-0.313	-0.62	0
Mtx1	45.89	2.32	1053.0	-1.403	-1.089	-0.314	-0.672	1
Mtus1	73.6	0.739	1722.6	-0.628	-0.314	-0.314	-0.384	0
Slc29a1	258.81	2.693	3459.0	-2.494	-2.18	-0.314	-0.666	1
Ndufb4	136.26	7.02	1032.4	3.71	4.024	-0.315	-0.347	1
Sptssa	45.24	4.376	239.8	-1.163	-0.849	-0.315	-0.293	1
Mafk	31.38	1.13	71.1	-1.399	-1.084	-0.315	-0.096	0
Crispld2	211.91	1.596	865.5	0.982	1.298	-0.315	-0.727	0
Lin7c	38.82	1.888	546.6	-1.469	-1.153	-0.316	-0.432	0
Lmcd1	46.54	0.553	930.0	-0.506	-0.189	-0.317	-0.431	0
Ivd	26.46	1.185	557.8	-0.706	-0.389	-0.318	-0.451	0
Pxylp1	94.34	0.946	2216.8	-0.697	-0.379	-0.318	-0.839	0
N4bp2	49.37	0.377	2299.0	1.035	1.353	-0.319	-0.594	0
Mpg	57.14	3.892	339.8	-2.751	-2.432	-0.319	-0.251	1
Sdf4	154.26	3.959	6396.1	-0.33	-0.011	-0.319	-0.565	1
Lemd3	23.4	0.233	631.2	-0.835	-0.515	-0.319	-0.472	0
Tsn	42.25	2.158	989.4	-3.626	-3.306	-0.32	-0.794	1
Atp8b2	47.59	0.841	7537.1	-0.523	-0.201	-0.321	-0.537	0
Dctn6	31.99	1.521	1030.4	0.83	1.152	-0.322	-0.556	0
Akr1a1	47.76	1.803	10932.8	-2.047	-1.724	-0.322	-0.333	0
Odr4	31.07	0.6	940.2	0.39	0.713	-0.322	-0.323	0
Capn7	53.22	0.599	1115.9	-0.384	-0.062	-0.323	-0.466	0
Fgfr3	146.08	1.53	19845.3	-0.985	-0.662	-0.323	-0.283	0
Ndufs3	41.07	2.878	1291.7	0.828	1.151	-0.323	-0.153	1
Ddost	70.41	3.831	11836.8	-0.332	-0.007	-0.326	-0.645	1
Kcnk1	23.34	0.904	946.1	1.537	1.864	-0.327	-1.164	0
Degs1	51.44	1.479	2865.4	-0.253	0.075	-0.328	-0.334	0
Ubald1	25.52	2.153	209.8	-1.925	-1.597	-0.328	-0.387	1
Creg1	47.38	1.317	506.6	0.548	0.877	-0.329	-0.159	0
Slc25a24	27.2	0.642	744.2	0.511	0.84	-0.329	-0.287	0
Tceal8	56.91	8.252	2554.3	-0.719	-0.389	-0.33	-0.304	1
Ergic1	89.31	0.725	2653.5	-0.651	-0.321	-0.33	-0.452	0
Pnp	32.64	0.987	1116.9	1.485	1.815	-0.33	-0.294	0
Ngrn	53.78	3.281	1012.0	1.649	1.979	-0.331	-0.468	1
Agpat5	31.96	0.746	636.4	-0.77	-0.439	-0.331	-0.218	0
Mrpl16	21.17	3.316	665.3	0.424	0.755	-0.331	-0.391	1
Ndufa7	57.68	8.617	1294.7	-1.072	-0.741	-0.331	-0.327	1
Jtb	166.96	4.488	800.6	0.546	0.877	-0.331	-0.454	1
Camta2	24.14	1.319	646.8	-0.716	-0.384	-0.331	-0.374	0
Mrpl38	24.63	1.637	961.1	0.629	0.961	-0.332	-0.182	0
Fnbp4	68.2	0.408	1238.1	0.645	0.977	-0.332	-0.378	0
Jam3	22.03	0.442	1450.1	1.205	1.537	-0.332	-0.507	0
Tm2d1	69.88	1.161	376.0	1.225	1.557	-0.332	-0.176	0
Aig1	68.75	1.191	198.7	0.559	0.892	-0.333	-0.605	0
S100a11	407.34	6.055	2486.8	1.105	1.439	-0.334	-0.458	1
Tmem67	23.75	0.675	417.3	0.474	0.808	-0.334	-0.274	0
Sgce	63.0	2.153	1885.8	0.735	1.07	-0.335	-0.363	1
Nudcd2	27.8	3.722	588.8	-4.178	-3.843	-0.335	-0.052	1
Rab3gap2	46.32	0.498	2681.7	0.4	0.735	-0.335	-0.326	0
Sidt2	57.64	2.784	4910.1	-1.093	-0.758	-0.335	-0.666	1
Nckap5	42.31	0.172	552.6	-1.037	-0.702	-0.335	-0.126	0
Pex2	27.13	1.389	515.9	-1.417	-1.081	-0.336	-0.872	0
Whamm	21.6	0.695	185.1	-0.68	-0.344	-0.336	-0.155	0
Agtrap	38.04	3.291	161.8	-0.734	-0.398	-0.336	-0.273	1
Sox6	86.02	0.228	1168.4	-0.73	-0.391	-0.339	-0.404	0
Rnf103	26.07	0.755	961.8	-0.617	-0.277	-0.339	-0.684	0
Arhgef28	20.94	0.492	509.7	-0.55	-0.21	-0.34	-0.939	0
Mbnl1	315.09	0.212	2772.8	-0.438	-0.097	-0.341	-0.582	0
Dtwd1	41.42	1.001	272.6	1.721	2.062	-0.341	-0.598	0
Hddc2	39.54	1.866	288.0	-1.147	-0.806	-0.341	-0.483	0
Lpar4	85.23	2.694	1094.1	0.327	0.668	-0.341	-0.75	1
Ccdc90b	49.31	2.177	531.1	-1.461	-1.12	-0.341	-0.62	1
Gpr180	26.73	1.229	2240.5	-0.737	-0.395	-0.341	-0.398	0
Chchd2	381.54	6.202	609.5	1.468	1.81	-0.342	-0.095	1
Atp6v0a1	23.83	0.501	723.9	-0.562	-0.219	-0.343	-0.513	0
Micu1	32.78	0.219	2342.0	-0.634	-0.29	-0.343	-0.574	0
Sptlc2	40.9	0.53	2002.0	-1.457	-1.113	-0.344	-0.257	0
Dnal1	22.94	1.001	115.9	0.918	1.262	-0.344	-0.116	0
Acan	3573.74	1.957	275457.6	-1.704	-1.359	-0.344	-0.391	0
Ttll3	23.19	0.708	74.2	-2.324	-1.98	-0.344	-0.547	0
